,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
10,"Apple 정품 아이폰 14 자급제, 스타라이트, 256GB",까부까부,5,쿠팡에서 자급제 구매 전환 성공! ❤️,"✅ KT 노예에서 자급제로 탈출 ! ✅✔️구매일자: 2022.10.13✔️구매가격: 1,197,000 (쿠폰 할인 5% + 카드 할인 10%)KT에서 지난 번에 아이폰 12 pro로 변경할 때, 잘은 몰랐지만 제가 슈퍼 체인지에 가입을 했더라구요.. 슈퍼체인지란 - 기기를 4년 할부로 계약 - 2년 사용 후 기기 반납 시 남은 할부금 완납 처리 - 월 7700 부가서비스 (통신 3사에 이름은 다르지만 비슷하게 서비스가 있다네요)즉, 좋은 말로 하면 기기값의 반만 내면서 2년동안 아이폰을 사용하고, 이후 새로운 아이폰이 나오면 교체해주는 ✔️유료✔️ 부가 서비스입니다. 바꿀 즈음에는 좋게 들리지만, 막상 바꿀 시점이 오면, 아이폰은 중고 가격 방어가 잘 되기 때문에 내가 알아서 중고 거래로 팔더라도큰 가격 차이가 나지 않고 기기의 반값 정도를 만들어 낼 수 있다는거죠.. 오히려 슈퍼체인지 권리 실행을 해야만 하고, 또 KT에서 계약을 해야만 하는 노예 계약 같아보이기도 하더라구요 ㅠ그리고 세상이 많이 바뀌어서 제 주변 분들도 알뜰폰 요금제로 많이 옮기셨더라구요,그래서 이번에 저도 마음먹고 쿠팡에서 자급제폰 구매 후 알뜰폰 요금으로 넘어왔습니다 !!! ❤️✅ 우선 쿠팡에서는 카드에 따라 다르지만 할인 + 22개월 무이자가 가능해요. 이게 굉장히 큰 장점인게, 저는 이전 폰을 원금 그대로 통신사 할부를 했는데요.요금 내역을 상세히 보니 (12프로 256 48개월 할부 기준) ""할부 원금 3만원 + 할부 이자 약 5천원""을 내고 있었더라구요..... 정말 충격이어서 이번엔 꼭 자급제로 바꾸자라는 마음이었어요. 일시불로 한번에 폰을 살 수 있다면 정말 좋겠지만, 저는 학생이라 15% 쿠폰&카드 할인 후 22개월 무이자로 구매했고, 결론적으로 정말 만족합니다! ✔️이전 폰 12 pro 와 비교우선 M자 탈모 부분이 많이 줄어든게 보이네요 ㅋㅋ 그래서 화면이 더욱 꽉차 보이는 느낌이 있습니다! 그리고 무게가 정말 !!... 가벼워졌어요. 저는 카메라를 중시해서 계속 프로를 사용해왔었는데요, 이미 일반 아이폰의 카메라도 많이 좋아졌고,프로의 경우 뒷면에 카메라가 너무너무 커져서 ㅠㅠ 디자인이 도무지 마음에 들지 않더라구요! .. 그래서 일반 아이폰으로 돌아왔는데, 손목에 오는 무리가 확!! 줄어들어서 대만족 입니다 ㅎㅎ 그리고 스타라이트 색상 예뻐요 ❤️"
11,"Apple 정품 아이폰 14 자급제, 블루, 128GB",강현구,5,등록된 헤드라인이 없습니다,아이폰은 정말. 마음에 엄청 들어요 모양 디자인 색상 기능 성능 어떤 흠 잡을곳이없어요 가격도 저렴하게 잘 샀어요 ~~
12,"Apple 정품 아이폰 14 자급제, 퍼플, 256GB",박*윤,5,자급제 강추드립니당!,"사전예약으로 구매한 아이폰14!√체감/ 기존에 사용하던 모델은 아이폰XS인데, 기존폰보다는 살짝 커진 감이 있긴해요. 하지만 그립감과 무게중심이 좋아서 쓰면서 불편하지는 않습니당! 노치가 줄어든 부분도 확실히 체감돼요. √색상/ 색은 블루와 퍼플 중에 고민하다가 퍼플로 선택했어요! 퍼플 색상 고민하면서 이리저리 찾아봤을때 사진마다 색감이 다르게 나와서 걱정했거든요?! 어떤건 엄청 진하게 나오고 어떤건 연하게 나와서 헷갈렸어요. 근데 딱 제가 원하던 흰 바탕에 보라 잉크 한방울 떨어트린거 같은 보라에요! 정말 실물 너무너무 이쁩니당. 특히 빛 받으면 진짜 너무 이쁜거 같아요. 클리어 케이스 씌워두니까 영롱함이 배가 돼요.√배송/ 사전예약 2차수였던 4일에 구매해서 19일 도착 보장으로 떴었는데 8일에 바로 받았어요! 아마 도착보장 일수를 넉넉하게 잡으시는듯해요. 배송은 뽁뽁이 씌워져서 우리가 다 아는 그 흔한 쿠팡 비닐에 담겨서 왔습니다. 막 안전한지는 모르겠는데 상자 찍힘도 없고 아무 문제 없었어요!√통신사/ 이리저리 계산해봐도 자급제 카드할인 10퍼 받고 알뜰폰으로 가는게 메이저 통신사보다 저렴하더라구요! 알뜰폰 가입도 쉬워서 매우매우 추천드립니다!"
13,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",김*현,5,아이폰14사전예약 구매,드디어 아이폰 14를 갖게되었어요~~^^아이폰 11기종 사용하다가 이 기회에 바꾸게 되었는데 정말 이쁘구 생각보다 엄청 가볍고 이쁘네요~그리고 새폰이라서 그런지 더 빨라요~기왕 바꾸려면 아이폰 사전예약 할인 많이 해서 지금 바꾸는게 제일 좋은거같아요~좋은폰 오래쓸수있고 앞으로도 잘 쓰겠습니당!!
14,"Apple 정품 아이폰 14 자급제, 블루, 256GB",정*단,5,아이폰 14 블루 이뻐요,"아이폰14 블루 256기가 자급제 구매 사전예약 성공! 와우할인 + 카드할인으로 약 120만원에 구매기존 아이폰se2 쓰다가 아이폰14로 넘어왔습니다➿크기도 너무 크지않고 생각보다 엄청 무겁지도 않아서 들고다니기에 전혀 부담없어요! 무엇보다 블루 색상이 은은한 블루컬러라 더 마음에 들어요완전 파스텔도 아니고 살짝 회끼도 도는거같구요그래서 안물리고 더 오래 쓸수있을거같아요!카메라 성능도 너무너무 만족해요카메라를 전문적으로 쓸일도없고 일상, 여행만 할거라면 아이폰14 카메라 성능도 고스펙이라 느껴지네요 ㅎㅎ"
15,"Apple 정품 아이폰 14 자급제, 스타라이트, 256GB",최*아,5,너무 좋아요 감사합니다 ❤️,"아이폰6s 사용하다 넘어지는 바람에 깨지게 되어급하게 갤럭시로 저렴하게 구매해서 사용중에카메라가 늘 아쉬웠어서 다시 오랜만에 아이폰으로넘어오면서 처음으로 자급제로 사봤습니다~처음이니 만큼 계속 검색해보며 이것저것 비교도 해보고 엄청 고민도 많이 했는데 쿠팡이 젤 저렴하고 후기도 많더라구요-! 쿠팡으로 후기를 읽으면거 나도 구매하면 잘 남겨야겠다 생각했는데 글제주가 없네요 ㅜㅜ일단 배송은 진짜 빨랐어요 그리고 후기들 읽어보며 양품이 잘 도착해야하는데하면서 떨렸었는데 다행히 유튜브 보면서 불량테스트 결과 양품이어서 안심했고, 초기화까지 마치고서 어제부터 개시 중입니다 ㅎㅎ터치감도 넘 좋고 카메라는 말모~ 볼때마다 세삼 기분이 좋네요 ~제 돈 주고 샀다는 뿌듯함과 제대로된 상품을 받았다는 것! 앞으로 핸드폰을 사게 된다면 쭉 자급제로 살 것 같아요 ㅎㅎㅎ왜 진작 몰랐지 생각합니다 첨에 14랑 13 일반 성능 차이 별로 없다해서 13만 보고있었는데 고세 카드할인 끝나서 가격이 올라버리더라구요 ,,그래서 가격차이 얼마 안날바에 그냥 14사지 하고 13핑크 에서 14스타라이트로 구매했는데 결론은 아주아주아주 만족입니다 ^_^투명케이크까지 끼니 화이트가 넘넘 이뻐용그냥 완전 새삥 느낌 아이폰 정품 카드할인도 되서 좋은가격에 팔아주셔서 감사합니당  앞으로도 할인 자주 해주세요~~**참고로 사진을 올리고 싶은데 다른 상품리뷰도 사진들이 안나와서 못 올리고 있어요 ㅜㅜ 왜그러죠..다음에라도 올려지면 올리겠습니다~!"
16,"Apple 정품 아이폰 14 자급제, 스타라이트, 256GB",아이스라뛔,5,13미니 쓰다 갈아탔어요 미니 유저분들께 도움이 되길!,"미니가 워낙 가볍기에 무겁지 않을까 걱정하며.. 미니를 계속 쓸까했지만 짧은 배터리타임 그리고 영상시청때 좀 아쉽더라구요차를 안가지고 나가는 날이면 휴대폰 꺼질까봐 불안해서 항상 보조배터리를 챙겼고요그러면서도 이게 뭐하는짓이지....? 휴대성 좋으려고 미니를 쓰는데 이게 맞나? 결국 이러면 무거운거 아닌가 싶은적이 많았죠휴대성하나 보고 계속쓰기엔 1~2년 뒤에 배터리성능이 걱정되기도했고 무엇보다 미니는 이제 나오지않기에 큰휴대폰에 적응해보자! 생각하며 주문했어요 (마침 할인을 쎄게 때려준 쿠팡 덕분에 쉽사리 마음먹을 수 있었음❤️)휴대폰은 무게나 배터리타임 등 너무 만족스럽지만 고가의 휴대폰인데 고정도 없이 뽁뽁이 하나싸서 덜렁 오는건 좀 너무한거같아요 파손우려도 있고요...ㅠㅠ 파손되면 서로 골치아프니 포장에 신경쓰시는게 좋을것같네요.뭐 주변에서 자꾸 그돈씨(저도 그돈씨 뜻이 뭔지몰라서 친구한테 물어봤는데 그돈이면 x발 딴거사지 라는 뜻이라고 하네여..)라고 그돈이면 더보태서 프로사지 하는데 전 유리손목이라 프로못써요전 매일 들고다니는 휴대폰이 무거우면 정을 못붙이겠더라구요그리고 폰카로 그정도의성능 필요도없구요 아이폰14도 충분히 잘나옵니당그돈이면 13프로사지 왜 14사냐하는데 프로는 너무 무거워서 싫타고,,, 진심 14 왜사냐 소리 백번들음ㅠㅠ제발 그돈씨그돈씨 그만해 내가 쓰고싶은거 쓸거야!!!!!주변 사람들 말 신경쓰지말고 그냥 사고싶은거 사욧일반라인 너무 만족도 높음 ㅋㅋㅋ아 그리구 미니에서 갈아타시는분들 !! 걱정마시구 갈아타세요무게도 너무 가볍고, 화면도 커져서 아주 쉬원~~쉬원합니다!!!미니는 가볍고 좋았지만 항상 마음 한구석에는 이유모를 아쉬움이 있었는데... 14사고 모든게 다 해결됐어용그리고 무엇보다도 보조배터리 지옥에서 벗어나서 너무좋음14 배터리 개깡패...할인받아 샀는데 만족합니다!!! 애플스토어 같은곳에서 정가 주고 샀으면 140만원이라는 가격은 좀 부담됐을거 같긴해요^^...대신에 쿠팡은 사고나서 계속 가격 들여다보면 안됩니당ㅎ,,,, 제가 살때보다 더 할인하는거보면 뭔가 열받기때문에^o^?앞으로 몇년동안 잘 써보겠읍니다  (ง •̀_•́)ง고장날때까지 누나랑 함께하자 아이폰14야!!! ❤️"
17,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",심*영,5,너무너무너무너무너무너무너무너무 좋아요!!!!,"아이폰 xs max 쓰다가 무게가 생각보다 무겁고, 쓰면 쓸수록 카메라 화질이 조금 떨어진감도 있구 무엇보다 평소 사진을 엄청 찍는데 밤에 야간모드로 찍을수도 없어서 너무 아쉬웠었는데 이번 14가 나오고 사전예약으로 15%할인 받아서 106만원으로 저렴하게 샀네요 ㅎㅎㅎㅎ 결론은!! -> 화면 크기작은것 같지는 않아요!! 멕스는 16.4cm, 14는 15.4cm로14가 조금 작은데 보통 큰폰쓰다가 작은폰 쓰면 영상볼때 체감 든다고 하더라구요? 전 오히려 노치가 작아져서 그런가 화면이 작다라는 느낌은 딱히 들지 않네요ㅎㅎ -> 배터리 배터리는 딱히 차이를 못느끼겠지만! 자세히 알아보니 멕스보다 14가 배터리 양이 좀 더 많다더라구욯ㅎㅎ 거기서 만족합니다 -> 카메라 & 무게진짜 너무 좋아요 카메라 모드도 사용자가 알아서 바꿀수있고 화질 넘사벽;;;;;; 개쩔어요 진짜. 또 만족하고있는건 야간모드ㅎㅎ 멕스엔 없었는데 ㅠㅠ 너무 좋아요ㅠㅠㅠ 프로나 프로맥스나 디자인이 이쁘긴하지만! 솔직히 무게때문에 전 포기요.. xsmax 쓸때도 무게때문에 후리스입고 주머니에 폰 넣으면 축 늘어져서 개불편했는데 14는 가볍고 후리스 주머니에 폰 넣어도 불편한감 1도 없구요 다들 자기전에 폰 하잖아요?? 멕스는 무게가 은근 있었는데 14는 가벼워서 좋아요 등등 물론 xsmax 보다 당연히 14가 기능적으로도 뛰어나겠지만 너무 잘산것같아요! 카메라도 일반라인 치고는 진짜 좋네요 물론 멕스 감성은 못따라가지만,, 전 만족해요"
18,"Apple 정품 아이폰 14 자급제, 미드나이트, 512GB",홍*진,5,너무 맘에들어욧,12에서 14로 넘어왔어요 12퍼플 128GB 잘 쓰고있다 용량이 부족한거같아 가격이 쿠팡이 젤 좋아서 주문했어요 와우 회원 할인 카드할인 받아 저렴하게 구매했네용 와우배송 진짜 좋아요담날 새벽에 받았고 스타라이트랑 고민하다 이번에 미드나이트 처음 써보는데 오묘한 네이비색이라 넘넘 예쁘네요 빛에따라 딥블루 또는 블랙으로 보이는 색이에요 용량도 512GB로 결정한거 잘한거같아요 사진 앞으로 더 많이 찍어야겠어요 카메라도 12보다 더 좋은거같네용 전 프로모델 실버로 사고싶었는데 들어보니 손목아파서 프로모델 못샀어요ㅠㅠ 갤럭시S22 울트라도 8개월쓰다 손목 나갈거같아서 다시 아이폰으로 넘어왔어요 미니모델은 가볍긴한데 화면이 답답한 감이 있어서 저처럼 무게 중요하게 생각하고 화면은 적당한게 좋다하시면 14추천 드려요 전 아무튼 넘넘 만족스러워요!
19,"Apple 정품 아이폰 14 자급제, 퍼플, 128GB",휴우휴우,5,예쁘네요,블루랑 퍼플 중에서 고민하다가 퍼플로 결정했는데아이가 마음에 쏙 든대요아이는 13pro를 갖고싶댔는데14 출시되고 얼마 지나지않아 13pro의 비싼 가격으로 고민하던 사이 품절되는 사태가..ㅋ그래서 14로 결정했어요아이는 카툭튀가 싫다.카메라 3개짜리가 좋다.궁시렁댔지만 막상 받으니 좋아하네요기존폰은 아이폰xr인데 카메라 화질차이가 크네요아이가 두개 같이 카메라 켜서 보여주는데역시 최신폰이구나~ 싶었어요성능도 말할 것 없겠죠아이폰타령만 하는 아이 징징대는 소리이제 안들어도 되니 좋네요최소 4년은 써주기를..
20,"Apple 정품 아이폰 14 자급제, 블루, 128GB",장*숙,5,완벽하다,"배송은 뽁뽁이에 쌓여져서 왔지만 바닥에 뽁뽁이 벗겨진채로 엎어져서 왔어서 순간 심장이 철렁했지만 까보니 하자 없이 완벽한 아이폰14 블루가 있었습니다 ㅎ 아이폰14 일반모델을 선택한 이유 :딱히 전문적으로 촬영을 하는 것도 아니고 그렇다고 막 욕심이 있진 않았었고, 물론 다이나믹 아일랜드가 정말 정말 매력이 있어 순간 고민을 했지만 이번에 환율에 따른 가격 인상과 또 색상이 많이 땡기지는 않았어서 일반 모델 색상이 너무 예쁜 블루로 선택했습니다 ㅎ 그동안 아이폰 XR을 써왔던 저에겐 너무나도 바뀐 점이 많고 확실히 좋아졌다는 느낌을 잘 받았습니다아이폰12,13을 쓰시던 분들께선 큰 메리트가 없을지 모르지만 11이하부턴 충분히 바꿀만한 메리트가 있다고 생각합니다 !"
21,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",한*희,5,아주 만족해요,사전예약 때 서버가 다운돼서 11번가로 예약했다가 다음날 쿠팡 들어와봤더니 물량도 있고 카드할인에 와우어쩌구 쿠폰까지 해서 107만원이길래 얼른 주문했어요뽁뽁이 하나에 쌓여져서 배송된 건 아쉽지만 배송해주시는 분이 아이폰인 걸 인지하고 계셔서 그런지 무사히 잘 도착했어요 리뷰 쓸 생각 없이 지인들에게 자랑하려고 찍은 사진이라 대충 찍었어요ㅠㅠ 기스나 흠짓도 없었지만 모서리에 뭔 쬐끄마한 파란색이 묻어있길래 뭐야ㅡㅡ 하고 빡빡 닦으니까 지워졌어요디자인 아주아주 만족해요! 카메라가 더 커졌지만 보다보면 적응되고 귀엽게 느껴져요배터리는 생각보다 빨리 닳는 거 같았는데 인터넷 보니까 일주일 정도는 핸드폰이 적응 기간이라 빨리 닳는다고 하더라구여?? 전에 썼던 12미니에 비하면 아주 만족해요카메라 화질 좋아서 사진 찍을 맛 나요음향은 전에 쓰던 폰 보다 더 크게 느껴져요충전할 때 핸드폰을 사용 안 하는데 약간 발열이 있는 거 같아요
22,"Apple 정품 아이폰 14 자급제, 스타라이트, 256GB",나다랄랄릴,5,고민고민하다 질름,"저는 갤럭시유저인데 원래는 퍼플색보고 반해서 사야겠다!!이러고 있었어요. 근데 가격이.........가격도 가격이지만,주변에서도 14일반모델살꺼면 13pro를 사라, 13과 다르지 않는데 왜 사냐 등등 얘기가 너무 많아 귀 얇은 저로써 고민을 또 하게되더라고요.하지만, 굳이 프로, 프로맥스까진 필요가 있진않을 것같고단지 저는 아이폰카메라가 맘에 들어서  바꾸고 싶어서 뭐든 상관없다고  느껴서, 이왕이면 신제품이 좋지않을까 생각들어서,근데 퍼플이 품절이고, 금방 질린것같아 스타라이트로  구매했어요어제 오자마자 뜯어봤는데 정~~말 예쁘더라고요!!살짝 놀랬어요. 저는 S22플러스 쓰는데 무게도 아이폰이 더 가볍고요. 세로 길이도  더 짧고,크기도 제가 생각했던것보다 큰것같아요. 무게가 가벼워서 너무 좋아요.사면 후회는 없으실것같아요~~~ 당분간은 적응기간을 가지겠지만 금방 익숙해지겠죠??"
23,"Apple 정품 아이폰 14 자급제, 블루, 256GB",김*희,5,예상 배송일짜보다 빠르게 받았습니다,2차예약 했는데 예상 날짜보다 일찍받았습니다!가볍고 실제로 보니 더 예쁘네요~블루색상이 영롱하니 색감 짱!!!5퍼 할인 받아서 더더 저렴하게 구매할 수 있었어요!!!
24,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",노*창,5,정말 마음에 듭니다!,"아래 다른 후기처럼 저도 13미니를 쓰다 넘어왔습니다.2년 넘게 휴대하기 좋은 작은 폰이 좋다 생각해왔지만최근들어서 작은 화면에 대한 아쉬움이 많아 구매했습니다.저는 신문기사를 자주 보는데 미니는 작은 화면이라 가독성이떨어졌습니다. 괜히 눈도 피곤한 것 같았구요. 쿠팡 등에서 쇼핑할때도 마찬가지였습니다. 게다가 배터리의 한계도 무시하기 어려웠어요 ㅜ이틀이상 쓰면서 이런 점들이 개선되어 아주 만족합니다. 미니보단 당연 무겁지만 이정도는 괜찮다 느꼈습니다.결국 스마트폰을 사용하는 주요 목적이 사진이든 글이든 동영상이든 ‘보는 것’이므로 가독성이  좋은지, 적당한 사이즈와 들기 편한 무게인지를 곰곰히 따져봐야한다 생각합니다"
25,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",김*진,4,등록된 헤드라인이 없습니다,"택배포장상태가 넘 안좋아서 받자마자 제품 괜찮은지 걱정부터 햇네요.상자 자체가 다 헐거워져서 한쪽은 거의 뜯어진것처럼 되어 잇엇어요..반품된거 받은줄....다행히 아이폰상자는 뽁뽁이로 둘러져 잇엇고,열어보니 별문제 없엇습니다. 포장상태 나빠서 별하나 뺏어요.아이폰X에서 5년만에 넘어왓는데 완전 만족하네요~~*_*"
26,"Apple 정품 아이폰 14 자급제, 퍼플, 256GB",박*윤,5,퍼플 존예. 남들이 비추해도 나는 14 샀다,쿠팡 예약판매 막차로 256기가인데 119만 7천원에 구매!!!전 Se2 나오자마자 쓰다가 용량이 일기가도 안남아숴~~~폰 멈추고 배터리 난리나서 급 폰을 바꾸게 됐어요달라진구 없대서 13살까 하다가 쿠팡 할인가 비교하니 13이랑 14랑 6천원 차이나서 그럼 14 가보자고~~~! 해서 샀음Se2도 쿠팡에서 샀었는데 아이폰은 이제 쿠팡 할인할때 사는게해외에서 사는구 보다 훨씬 가격 개이득인 부분임다카메라도 좋고 디스플레이 화질?화소?도 se2 쓰다 넘어온 저에게는 갱장히 업그레이드 된 너낌이라 조아용 버벅거리는건 처음에 어플 설치중일때만 그러다가 지금은 빨라!!! 액정도 뭐 오줌액정 어쩌구 하는데 양품 걸려서 그런거 없궁 걍 사실거면 빨리 사서 쓰셔라가 저의 후기에요 남들이 14 사지말고 15 존버해라 하는데그사람들은 15나와도 사지말고 존버해라 할듯^^;
27,"Apple 정품 아이폰 14 자급제, 블루, 256GB",김*령,5,블루 사전예약,다 좋은데 블루가 카탈로그의 그 시에라 블루 톤은 아니예요~실물은 오히려 아이폰 XR 블루에서 차분해진 느낌어쨌든 배송 안전하게 잘 왔고 폰도 잘 작동하니 만족합니다~
28,"Apple 정품 아이폰 14 자급제, 스타라이트, 256GB",이*현,5,14입문,Xs쓰다가 14로 바꿨습니다앙26일 도착예정이었는데 재고가 빨리들어왔다구 거의 10일정도 빨리 도착했어요!! 개이덕~카드할인까지 해서 120만원 좀 안되게 구매했습니다색깔 많이 고민하다가 스타라이트 구매했는데 역시 깔끔하고 이쁩니당xs보다 크기는 좀 크더라구요 무게도 안무겁고 적당한듯요!!후기보니깐 박스에 굴러다닌다는 거 많아서 걱정했는데 적당한 상자 안에 뾱뾱이 잘 싸져있더라구여 !! 배송부분도 만족합니당
29,"Apple 정품 아이폰 14 자급제, 퍼플, 256GB",황*,5,등록된 헤드라인이 없습니다,오후에 주문했는데  밤에오는거 실화입네까!!ㅋㅋㅋ11프로도 쿠팡에서 샀는데 또 자급제폰 쿠팡에서 질렀는데 너무 좋네요 ㅎㅎㅎㅎ
30,"Apple 정품 아이폰 14 자급제, 미드나이트, 128GB",이*환,4,등록된 헤드라인이 없습니다,유심 기변하려고 구입했어요제품 자체는 전반적으로 만족스럽습니다애플 고유의 사용자 친화적인 UX도 좋구요다만 최신제품답지 않게 오류가 뜨는 부분도 간혹 보입니다저는 기기 IMEI 번호가 통신사 전산시스템에 제대로 등록되지 않아서새로운 유심을 인식 못 하는 문제가 생겼죠그래서 애플서비스센터 온라인 채팅도 수차례 하고 통신사 고객센터에 전화 10번은 한 것 같아요그래도 해결되지 않아서 결국 직영 대리점 방문했더니 5분 만에 해결...아이폰 유심기변 시 이런 문제가 빈번하게 발생하는 것 같은데통신사 고객센터를 통해선 제대로 해결하기가 어려운 것 같네요
31,"Apple 정품 아이폰 14 자급제, 퍼플, 128GB",김*희,5,사길 너무 잘했다ㅠ,핸드폰이 고장나지 않는이상 안바꾸는 편인데페이스아이디랑 카메라때문에 바꾸고싶었어요고민중이었는데 우연히 들어왔을때 국민카드 15프로 할인한다고 해서 바로 구매했어요 대략 98만원에 결제했습니다색깔은 진짜 너무 예쁜 연보라에요한손에 그립감도 좋고 생각보다 가볍습니다저는 상단 엠자탈모 딱히 신경안쓰는 편이라 괜찮아요전에 쓰던 폰보다 화면도 밝아진 느낌이고ㅋㅋ 새거라그런가 다 좋게느껴지네오 특히 화면창 내리는거~~ 아 ㅠ 카메라는 확대 5배율까지밖에 안돼서 그건 좀 아쉬워요 빠른 배송에 편리한 데이터옮기기. 자급제 강추
32,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",최*광,4,14살바엔 13이 좋은듯!,14기본 모델을 구매했는데 확실히 프로보다 가볍고 색도 잘 구현되서 이쁜것같아요~ 다만 프로 모델은 너무 비싸고 기능적으로 다 필요하지 않은 분들은 14기본 모델보단 13 기본모델을 추천합니다~~~ 13도 써본 입장에서 정말 가격은 마니 비싸졌는데 기능이 차이가 없어요~~ 심지어 디자인도 거의 비슷해서 13기본 모델에서 14로 갈아탈 이유는 없어보이네요~
33,"Apple 정품 아이폰 14 자급제, 스타라이트, 128GB",이*지,5,"역시는 역시 화이트가 지존이다 ,,",아이폰 14 살고면 아이폰 13 사라는 말이 너무 많아서 고민 했지만 그래도 살거면 최신폰 사는게 낫다 중고로 팔아도 값은 14가 더 받는다 라는 말에 홀라당 넘어가서 구매 하기로 결심 하고 색상 고르는데 블루랑 화이트 중 미친듯 고민하다 13프로 구매 하셨던 분 중에 시에라 블루 쓰신 분이 금방 질린다고 폰 오래 쓸거면 무난하게 흰색 사라고 하셔서 흰색으로 냅다 구매 ... 너무 만족 지대 예쁨... 고민 하지 마시고 질리지 않게 다양한 케이스를 착용해도 찰~떡 으로 어울리는 흰색으로 킵고잉 하십쇼 !!!!
34,"Apple 정품 아이폰 14 자급제, 블루, 256GB",양*문,5,등록된 헤드라인이 없습니다,"삼성폰을 오래 쓰다가 드디어아이폰14로 넘어왔어요아이폰 적응을 잘할수 있을지. 걱정했지만 쓰다보니문제 없었고 무엇보다도 퀄리트가 다른사실을알겠됬어요블루색상,넘 간지나고 예뻐요케이스를 안쒸워야하나. 고민할정도입니다기능적으로도. 뛰어나지만 디자인도넘,멋져서 저희가족은 전부 아이폰 유저입니다"
35,"Apple 정품 아이폰 14 자급제, 퍼플, 256GB",꽃송이가,5,퍼플 사전예약 굳굳,할인받아 사니까 행복하네용ㅋㅋㅋㅋ원래 10/7일 예약 배송 된대서 샀다가 급 밀려서 10/19일로 미뤄졌었는데ㅠㅠㅠ다시 10/7일로 새벽배송을 뙇ㅎㅎㅎㅎㅎ11프로 쓰다가 14쓰니까 와우 엄청 가벼워요
36,"Apple 정품 아이폰 14 자급제, 블루, 128GB",움치키움치,4,등록된 헤드라인이 없습니다,그저께 가격이 더 떨어졌을때 사려다가 몬사서 억울함에 별 하나 뺌 ㅠㅠ그당시 구매페이지 맨 마지막에서 안넘어가더라구요..보니 할인률이 비껴있어서였는데 퓨-넘 슬프지만 그 가격을 봐 놓고도 결국 그냥 사긴했다만할인률 카드할인 잘 보며 베스트 시기를 알고 !!!!!딱 들어가는 타이밍이 젤 중요할 듯 합니다:)저는 100이하 빠짝 떨어진걸 봤어서 좀 아쉬운 가격을 주고 사긴했지만 모두 성투하세요
37,"Apple 정품 아이폰 14 자급제, 블루, 128GB",조*훈,5,아이폰14,아이폰4 2년 사용 후 엘지 삼성만 이용했는데약11년 만에 다시 아이폰 유저가 되었네요안드로이드에 익숙한데 ios에 적응할려면 좀더 사용 해야 할꺼 같네요바로 직전 폰이 갤럭시 s21인데아이폰14 성능이 더 좋은거 같고편의성은 역시 s21이 편합니다주시율120hz 쓰다가 60hz 쓰니까약간 불편한 정도…좀더 사용해보고 다시 리뷰 해야겠네요
38,"Apple 정품 아이폰 14 자급제, 미드나이트, 256GB",엄*은,5,등록된 헤드라인이 없습니다,아이폰 11 사용하다가 14로 넘어왔어요 ! 생각보다 화면크고 맘에들어요 11.06 구매일 기준 256기가 106만4천원에 구매했습니다. 블랙은 아니고 진한 네이비 컬러입니다. 스타라이트와 5-6만원 정도 가격 차이나서 미드나이트로 했는데 맘에들어요:) 배터리 효율도 좋고 ㅎㅎ 맘에들어요~~!
39,"Apple 정품 아이폰 14 자급제, 퍼플, 256GB",이*,5,등록된 헤드라인이 없습니다,와 너무 이뻐요 사전예약해서 받았는데프로는 너무 무거울것같고 연보라색상이 없어서 일반으로 구매했어요 저한테는 일반도 충분하네요~실물이 너무너무 더 이뻐서 기분 좋습니다 ^^실은 스타라이트랑 퍼플 둘다 이뻐서 고민했었는데 퍼플로 잘 산것 같아요 스타라이트는 아이폰14인지 아닌지 외관으로 티도안나니 14티나는 퍼플로 구매했어여 ㅋㅋㅋ퍼플 무조건 구매하세요 ! 잘쓸께요~아 !! 그리고 저는 아이폰 8 사용했었는데 아이폰14 일반 사이즈도 크게느껴지네요 ㅠㅠ 그동안 너무 작은거썼나봐요 흐규흐규 적응해야겠졐ㅋㅋㅋㅋ
40,"Apple 정품 아이폰 14 자급제, 미드나이트, 128GB",밀밈,5,등록된 헤드라인이 없습니다,12프로 쓰다가 넘어왔는데 가볍고 좋아요.크게 무거운 느낌도 없고 다만 무광이 아닌 유광이라 ㅜㅜ지문이 잘 남는게 아쉽지만 케이스 씌워서 다닐거라 괜찮아요!포장이 너무 허술하게 온게 흠입니다;;그래도 넘 이쁘네뇨~~
41,"Apple 정품 아이폰 14 자급제, 퍼플, 128GB",강*종,5,아이폰14 생각보다 예쁘네요,전체적으로 예쁘게 잘 나왔어요카메라는 의외로 13보다 훨씬 좋아졌네요
42,"Apple 정품 아이폰 14 자급제, 블루, 128GB",강*산,5,"은행앱, 구글 otp는 복사안되요.","새폰에 쓰던폰을 복사할때 은행앱, 구글 otp는 복사 안됩니다. 꼭 옛폰을 초기화 서두르지 마세요. 새폰에 구글 otp를 설치 하고, 열어서 구폰의 것을 개별적으로 새폰으로 복사하고 초기화 하세요. 특히 코인 하는 분들… 주의 하세요. 나…는…초기화 해버려서. otp 다시 설정 하느라 머리 뽀개짐-"
