,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
10,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",정*복,5,삼성노트북이 많이 좋아졌네요 매우 만족스러운 선택입니다,우연히 알게된 맥북에어를 사용하게 되면서 삼성 노트북을 거의 사용안하다가 오랫만에 삼성 노트북을 구입하게 되었는데 오랜 세월동안 정말 많이 좋아졌다는 느낌이드네요~ 포장 및 디자인이 많이 고급스러워졌고 갤럭시 핸드폰과의 연동 부분을 쉽고 편리하게 만들었습니다.사실 제가 이 모델을 선택한 가장 큰 이유는 모니터 해상도였는데 아주 만족합니다. 업무하는데 아주 편리하며 동영상 시청도 최고네요... 7년 전에 아이폰과 맥북과의 연동을 보며 너무 편리하여 사실 윈도우 노트북은 구형에 엑셀만 사용했는데 이제는 갤럭시 노트10에 갤럭시 노트북으로 여러가지 일을 연동하며 쓸수 있을거 같아 좋습니다.. 혹시라도 노트북 구매하며 고민하시는 분들을 위해 간단히 장점을 적어보겠습니다.(제가 전문가가 아니라서 감성적으로만 적겠습니다)1.우선 디자인이 매우 좋습니다.2. 무게가 가벼워서 휴대가 너무 편이합니다.3. 액정이 정말 좋습니다. 영화 감상에도 아주 만족합니다4. 부팅 속도 및 프로그램 사용시 속도가 매우 빠릅니다.(제가 보통 엑셀 데이터 작업을 많이 하는데 큰 용량의 데이터도 원활합니다.)5. 기본적으로 갤럭시와 연동되는 앱들이 설치되어 있고 사용이 편리합니다.위와 같이 여러 장점이 있지만 이중 가장 맘에 드는건 액정이 최고로 맘에 듭니다...
11,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",지*요,5,만족 만족 대만족 두번사세요!,"5년간 쓴 아티브 북9을 뒤로보내고20뉴그램과 갤럭시북 이온사이에서 많은 고민을 했습니다!여러 영상과 자료들을 비교분석한 후 이온으로 구매핬습니다ㅎㅎ결과적으로는 너무너무 만족해요우선, 배송면에서 단 하루만에 도착하는 편리함을 보여주었으며,제품의 성능면에서는 너무나도 빠르고 압도적인 성능을 보여주고 있습니다.배터리도 매우 길어 너무 만족중입니다.로그인까지 10초도 안걸리다니....^.^ 신세계를 맛보고 있습니다.디자인 또한 심플하고 힌지의 포인트가 너무 예뻐요무게 또한 가벼워 대학 신입생분들 고민하고 계실텐데3학년인 제가 적극 추천합니다."
12,"삼성 2019 갤럭시북 이온 15, 아우라 실버, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950XCR-G58A",강*나,5,가벼우면서 성능까지 좋은 노트북입니다,"오랜만에 노트북 구매하면서 여러가지 정보를 찾아봤는데 15인치대 노트북중 가장 가성비가 우수하다 생각되는 제품이라 구매하였습니다. 먼저 크기대비 무게가 생각보다 가볍고, 속도도 빠릅니다. 화면도 시원시원하고 색감도 좋습니다. 노트북을 펼치면 뒷쪽 파란부분이 아래로 내려오며 살짝 공간을 띄워주는데 발열을 잡기에 좋은 구조라 생각됩니다. 키감이 안좋다는 평이 많았는데 생각보단 괜찮았습니다. 지문잠금 버튼 위치는 사실 다른곳이 있어도 좋았겠다 싶습니다 쉬프트가 반으로 줄어서 불편할까 했는데 지문부분이 눌리는게 아니라서 작업할때 그리 이상하진 않았습니다. 트랙패드부분도 질감이 좋네요팬 소음은 좀 있는편인듯합니다. 발열을 잡기위해선 어쩔 방법이 없겠지만 파도소리처럼 나기도하고 작업을 계속하면 우웅 하고 소리는 납니다. 개인적으로 도서관에서 쓸일이 없는 사람이라 크게 불편하진 않은 갓 같습니다. 전반적으로 훌륭한 노트북인 것 같습니다."
13,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",샐랭이,4,구매잘했습니다,오래된 노트북을 쓰다 큰 마음 먹고 구매했습니다 구매까지 여러가지 조건을 두고 고르느라 고심고심해서삼성노트북 이온을 구매.  엘지 .그램 노트북을 많이들 구매하더군요  하지만 LG제품을 써보지 않아서저는 그냥 요즘 Hot한 제품 이온을 구매했습니다 어제 제품 받아보고 하루동안 잠시 사용해본 결과부팅속도 정말빠릅니다   상대적일수 있지만  소음도 별로 없는것 같아요 물론 디자인도 슬림하고 무게도가벼워서 좋아요  약간의 아쉬운 점이있다면  색상의 선택의 폭이 없다는것 말고는 모든면에서 좋은것 같습니다
14,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",강*석,5,진짜 강추 노트북은 삼성전자,"대학에 들어가서 처음 사는 노트북이었습니다. 맥북이랑 그램, 이온 중에 고민을 많이 했는데요우선 강력히 추천합니다.기본 인텔 i5 코어 10세대에 램 8기가 256 기가ssd 이기때문에 큰 문제 없이 쓸거 같습니다그램보다 좋은 이유는 삼성이라는 안정감과 색상입니다.이온 VS L사 그*AKG라는 풍부한 사운드 그리고 높은 성능 QLED 화질도 한몫을 하고 있습니다. 무게는 그램이 쪼금더 가볍다고 하는데 차이 하나도 없고요. 그리고 그 흰지부분이 옆면에 없어서 기스 날것 같다 하는데 진짜 그런거 못느 꼈어요. 그리고 키보드도 부드러뭐 타이핑이 힘들다고 하는데 절대 아니에요이온 VS A사 M북일단 운영체제의 큰차이 그리고 AS가 너무 별로였어요.그래서 저는 무조건 이온 선택했어요.그리고 이온은 마우스패드가 무선 충전이가능해요 ~~~우선 진짜 너무 좋으므로 리얼 강추 드려요"
15,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",양*윤,5,"성능, 가격, 품질, 디자인 여러면에서 만족스럽습니다.","기존에 서피스 프로4를 5년 정도 쓰다가 삼성 이온노트북으로 넘어 왔습니다. 그 당시 서피스 프로 가격과 비슷한 가격으로 샀지만 만족도는 더 높습니다. 화면 크기, 화질, 배터리, 소음, 성능, 무게 등 모든 부분에서 이전에 쓰던 기기랑 비교되면서 만족스럽습니다. 물론 서피스 프로나 삼성 플렉스처럼 화면 터치나 펜 지원을 안하지만 괜히 무겁기만 하고 저에게는 있어도 그만 없어도 그만인 기능이라 미련없이 이온 노트북을 선택하였습니다.게임을 자주 하지는 않지만 외장 그래픽 카드 있는 것이 아무래도 좋을 것 같아서 이 모델을 선택하였습니다. 그리고 15인치 모델은 램이랑 ssd 추가가 쉽게 가능하기 때문에 굳이 램이나 ssd 가 업그레이드 된 버전을 사지는 않았습니다. 게임 보다는 사무용이나 동영상 감상등 용도로 사용을 하는 지인들에게 추천하고 싶은 모델입니다."
16,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",이*성,5,고민하지말고 무조건 삼성 노트북 갤럭시북 이온,배송 빠르게 받았습니다.노트북 처음 사는거라 뭘사야지 고민하다가 주변에서 다들 삼성노트북을 추천해줘서 신상인 갤럭시북 이온을 샀습니다.15인치라 사이즈 좋고 기능도 많아서 처음 사용자에게 좋을거 같습니다 무게도 가벼워서 부담없이 들고 다닐수 있습니다 지문기능 편합니다 인식도 잘됩니다색깔이 진짜 영롱해요실물갑입니다 디자인 보시는분이면 더욱 끌릴겁니다삼성노트북 적당한가격에 잘샀어요
17,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",이*정,5,아주 만족스러워요,"먼저 너무너무 만족합니다~일단 첫 번째로 너무 영롱해요,, 제 방 조명이 이상해서 사진이 진짜 너무 이상하게 나왔는데 은은하게 반짝거리면서도 정말 오로라처럼 각도에 따라 색이 변하는데 너무 예쁩니다힌지 부분도 용달블루니 뭐니 하지만 그래도 저는 포인트 컬러로 예쁘게 보여져요!무게도 가볍고 지문인식도 빠르고아, 팬 돌아가는 소리는 진짜 파도 소리인줄 알았어요 ㅋㅋ전 어차피 집에서만 쓸꺼라 상관없는데 도서관에서 쓸려면 좀 거슬릴 순 있을 것 같아요다들 키보드 키감 얘기하시던데 전 그럭저럭 만족할만한 키감이고 오른쪽 Shift는 조금 아쉽지만ㅠ 그래도 적응할 듯 싶어요. 키보드에 불 들어오는 것도 예뻐요! 구성품은 노트북 본체랑 충전선뿐이던데 마우스도 들어있었으면 좋았을껄 싶더라구요 ㅠㅠ그래도 너무너무 만족합니다~!!"
18,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",차*인,4,굳굳,"빠르게 배송해주셔서 감사해요.제품 마음에 듭니다. 우선 os 깔려와서 신경 안 쓰고 바로 사용 가능했고, 배터리도 어느 정도 있었네요.속도 굉장히 빠르고 지문인식 편해요. 쉬프트 키 반토막때매 불편하단 후기가 많아 걱정했는데 예민한 성격이 아니라서 그런지 별로 안 불편한데요 ? ㅋㅋ화면도 시원하고 외관도 이뻐요기스가 잘 갈 거 같은 외관이라 노심초사 ㅎㅎ 무게도 가벼운 편이고요.인치가 더 작은거 샀으면 정말정말 가벼웠을 거 같아요.좀 불만인 점은펜이 자주 돌아가요. 평소엔 자주 짧게 윙 / 어쩔땐 좀 길게요. 예전에 쓰던 맥북은 이렇게 자주 펜소리가 들리지 않아서...적응해 가는  중입니다.그리고 연결해 놓았던 와이파이가 잠시 닫았다 키면 저절로 잡히지 않아 불편할 때 있어요 두세번 그런 듯. 원래 이런건가요?여튼 제품 전반적으로 맘에 드네요."
19,"삼성 2019 갤럭시북 이온 15, 아우라 실버, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950XCR-G58A",손*영,5,삼성 이온 짱굿맨,정품인증이 뭔가 하고 순간 당황했는데 별 거 없네요 ㅎㅎ17인치와 15인치로 오랫동안 고민했고그램을 살 지 이온을 살 지도 정말 오래 고민했어요amd 와 인텔 또한 고민 또 고민.제가 전문직종사자로써 특정 무거운프로그램을 사용해야하는 게 아니라 결국 삼성과 엘지 사이에서 사자 결론 내렸네요.주변 사람들이 워낙 그램과 맥북을 많이 써서당연히 그램 사야지 했다가 통풍구 없단 소리 듣고 식겁해서이온으로 마음이 많이 쏠렸어요. 그리고 서비스센터도 가깝구요!어디 발품팔고 꼼꼼히 비교하는 성격은 못되는지라단번에 쿠팡으로 로켓배송 ㅎ그램만큼 메이저브랜드 중 예쁜 데가 있을까 했던 저인데삼성만의 시그니처 아우라컬러도 질리지 않고 예쁘네요!앞으로 3-5년동안 내 일 잘 도맡아 해줬음 좋겠어요!
20,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",정*연,5,강추합니다.,빠른 배송 정말 감탄합니다. 동일 사양에 다른 제품들보다 저렴하게 잘 샀습니다. 동봉해주신 정품시디키로 정품등록까지 잘 했습니다. 삼성 노트북 정말 잘 나왔네요. 무게도 가볍고 디자인도 너무 예쁩니다. 실제로 보니 색상이 더 영롱하네요. 현재 오피스 설치 중이라서 너무 기대됩니다. 다른 분들도 주저하지 말고 구입하시면 되겠습니다.  강추합니다.
21,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",강*진,5,가볍고 발열로 성능저하없음. 화질만족. 윈도우깔려있음,"그램이랑 계속 비교했는데발열로 인한 성능저하, 내부 해체 유튜브 영상 다보고이온으로 결정했어요.일단 무게는 다 가볍고노트북 써보신분은 알겠지만 8 90도까지 내부온도 올라가면여름에 못씁니다.윈도우는 깔려있는 모델 이라 켜보니 바로 들어가졌구요엄청 조용하고 깔끔하게 생겼네요"
22,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",짐니이이이,5,오래 고민하고 산재품이라 후회는 없을듯해요,딱 받았을때 느낌은 우와~얇다 가볍다 고급스럽다였구 외관은 진짜 백점인데요...노트북 소음이 조금 신경쓰여요ㅠㅠ그리고 아테나 인증스티커가 원래 안붙어있나요?타 사이트 구매후기 봤을땐 정품 마우스랑 파우치도 같이 받았다고해서 그부분 살짝 기대했는데 노트북만 들어있네용~ㅠㅠ
23,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",최*웅,5,추천할만한 노트북인거 같습니다,아내가 학원선생님을 하는데 이전 삼성 노트북을 8년가까이 써서  힘내라는 의미로 선물 구입하게되었습니다. 우선 배송은 16일 오후에주문 17일 00시20분쯤 받았내요 엄청 빠름 노트북 받자마자 아내가 너무 만족하고 좋아하였습니다. 저도기계치라 잘 모르지만 마음에 드는점은 디자인도 깔끔하고 엄청 가볍더라구요 윈도우 깔려있는것도 편했구요 지문인식 과 핸드폰 무선충전도 신기하고 마음에 들었습니다 노트북 반응 속도와 인터넷 속도도 매우빠르다고 느껴지고 소음도 없내요 가격이조금 쎈거 아닌가 싶었지만 받아본결과 돈이 아깝게 느껴지진 않내요 계속 써봐야 알겠지만 좋은 선물이된거같아 기분이좋습니다.
24,"삼성전자 2020 갤럭시북 이온 15.6, 아우라 실버, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950XCR-G58A",허*욱,5,전반적으로 다 마음에 들고 좋다. 시프트키 빼고 ㅠ,"일단 가볍고 빠릅니다. 전공이 소프트웨어학과인 저에게 무게와 성능을 둘다 만족시켜주는 노트북입니다. 노트북을 사려고 한달정도 고민끝에 이 제품을 구매하게 되었는데 오른쪽 시프트키 크기가 작아진것 빼고 다 만족스럽습니다. 많은 분들이 비난한 펜소음은 저에게 큰 비난거리가 아니었습니다. 펜소음도 거슬리지 않고 전체적으로 다 만족스럽습니다. 외산 노트북으로 눈을 돌리면 비슷하거나 더 좋은 성능의 노트북을 더 저렴하게 구매할 수 있겠지만 후에 만약 as받을일이 있을 수도 있다는 생각을 했고, 자국제품을 구매하자는 생각이 강했기 때문에 이 제품을 구매했습니다. 이제품을 구매하기 전에 쿠팡에서 2020그램17을 세일 하는것을 보았고 갤럭시북 이온과 비교를 해봤지만 화면크기 빼고 모든면에서 이온이 월등하다고 생각을 했고 실수령후 이온의 화면크기를 보니 전혀 부족함 없는 화면크기였습니다. 할인받아서 잘 구매했다고 생각합니다."
