,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
10,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",박*숙,5,로얄블루의 고급짐은 선택이 옳았음을 증명함,"윈도우 10 설치 포함해서 와우회원가로 30만원 이상 저렴하게 구매해서 가격면에서 매우 만족스럽고, 외관상 로얄블루의 고급짐과 돋보임은 내 선택이 옳았음을 증명했다.  툭히 s펜도 실용적이겠지만 부속품 중 s펜심 2개가 스페어로 있어서 닳으면 따로 펜을 살 필요없이 교체하면 되니까 좋고 그런 삼성의 세심함에 작지만 감동받았다. 단점은 usb꽂을 때 usb-c포트에 끼워서 써야해서 휴대할 때 노트북과 함께 가지고 다녀야 한다는 것이 불편할 것 같다."
11,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",홍*미,4,노트북속도 빨라서 좋습니다,재택근무용으로 구매했어요로얄블루 칼라가 마음에 들어서 플렉스2보다 더 눈에 가서 구매했어요. 메모리와 용량은 더 큰거 구매하고 싶었지만  품절인관계로 남아있는거 했고요. 재택근무용으로 사용해보니 속도 빠르고 화질선명하고 만족합니다 좀 아쉬운점 있다면 사은품이 보통 한두개정도는 주시는데 정말 딱 제품만 왔더군요 -.- 그리고 Usb단자 없는게 불편해요 호환을 꼭 해야해서 살짝 아쉽네요. 그외에건은 만족해요
12,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",쿠팡실구매자,4,등록된 헤드라인이 없습니다,화질이 좋고 살짝 무게감은 있으나 사용하기에 불편함은 없음.
13,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",어*일,5,등록된 헤드라인이 없습니다,"맥북 프로 살까 고민 하다가 이버넹 갤럭시북 플렉스 구매를 하게되었는데 생각이상으로 너무 좋네요.화질도 너무 좋고 스피커 음질도 빵빵하고 대만족입니다!!무엇보다 360도 회전이 되어서 태블릿으로 활용 할 수 있으며, S펜의 활용도도 굉장히 좋네요.배송도 빠르고 모든면에서 만족합니다."
14,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",솔직한이웃,4,40대라면 이 노트북이 딱!! 임,액정이 와이드해져서 눈이 시원하네요.  40대라면 격공감할 눈의 해방감...확실히 Qled라 그런지 색감도 밝고 깨끗해요. 기존 삼성 노트북과 비교했을 때도 정말 많이 업그레이드 되었어요.특히 펜기능이 워드나 ppt 모든 화면에서 자유롭게 사용 가능하게 되어 너무 좋습니다.이렇게 큰데 무게는 1kg 조금 넘는 수준이니 정말 대단해요.단지 열때 조금 불편해요.바닥이 확실히 밀착이 안 돼서 두 손으로 잡고 열어야 하네요. 빨리 열고싶을 때 조금 빠직 # 합니다. 그래서 별 하나 뺐어요~
15,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",Doming,5,후회없는선택,기존에 아이패드프로 3세대 크기별로 두대 쓰고있는데하나 팔아야 겠어요 ㅎ 무선충전된다는 메리트. 화질. 스피커 모두 충족합니다. 스피커는 노트북보다좋고 외부스피커보단 낮은 그사이쯤이지만 확실히 기존 다른것들보단 좋아요 ㅎ
16,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",쿠팡실구매자,5,꺼내놓으면 비싼놈이라는걸 느낄 수 있어요,이제 잘 사용해야 할 텐데 아직 파우치도 없고 마우스도 사야겠네요ㅜㅜ 필요한게 많네요~~ 어디서든 꺼내놓으면 모두 쳐다볼거 같긴 하네요^^ 성능도 나무랄데 없고 좋은데 마우스 정도는 사은품으로 주셨으면 좋겠네요^^
17,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*헌,5,추천합니다. 이주 만족스럽게 사용하고 있습니다.,회사 컴퓨터로 사용하고 있는데 아주 만족도가 높습니다. 삼성 핸드폰을 쓰고 있어서 노트북으로 무선 충전도 가능하니 생각보다 더 편리하고 성능도빠르고 블편함 없이 잘 이용하고 있습니다.
18,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",이*훈,5,갤럭시북 플렉스 디자인,일단 디자인과 블루 색감이 깔끔해서 좋았고 확실히 지금 사용하고 이는 삼성노트북보다 디스플레이가 좋다고 느껴지네요 그리고 360도 회전과 에스펜이 간지나네요~
19,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*정,5,등록된 헤드라인이 없습니다,생각했던 것 보단 무게감이 조금 있지만 약간 각진 모양도 맘에 들고무엇보다 화면이 반대로 뒤집혀서 태블릿처럼도 사용할 수 있는 게넘넘 맘에 들어요~윈도우도 깔려져서 오고 ㅎㅎㅎ맘에들어요!!
20,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",이*관,5,디자인이 아주 좋습니다.,간단 사무용으로 구입했습니다.>> 오피스 및 캐드 << 약 3일 사용후기 입니다. 우선 장점 단점 입니다.장점 : 디자인          화면 터치단점 : 발열 10분만 켜도 열이 느껴짐.          가격 너무 비쌈.          s펜 오류라고 계속 뜸 ! 그래서 알림 끔.          자판 누르는 느낌이 다른 노트북에 비해 30%부족한느낌가벼운 사무용으로 이용하면서 디자인이 중요하면 추천드립니다.저는 도면에 표시를 하기 위해서 노트북을 구매하여 사용중인데 만족도가 좋은거 같아요.
21,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",홍*성,5,인생을 플렉스 하자,세상이 변했네요 역시 전자기기는 정말 최신인가 봅니다.세상을 플렉스 해야하는걸까요이걸사면서 삼성전자 주식도 같이샀습니다.따봉입니다.
22,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*헌,5,추천합니다. 만족스러운 구매였습니다.,회사 컴퓨터로 사용하고 있는데 저 포함 직원들도 만족도가 아주 높습니다. 핸드폰 무선 충전이 되는 것도 하나의 장점이구요. 추천합니다.
23,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*준,5,대에박입니다!,"색깔이 너무 이쁘네요. 생각했던것보다 너무 아름답고 영롱합니다.잘 쓰겠고, 주변에 많은 친구들에게 꼭 추천하겠습니다!"
24,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*희,5,역시 삼성,"배송 빠르고 윈도우도 잘 설치되어 왔습니다.바디가 단단하고 색상이 고급집니다.펜도 필기감 좋고, 인식이 잘되네요."
25,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",이*광,4,비싸지만 좋은 물건,디자인이 굉장히 깔끔하고 일단 보면 멋있습니다.문서작업할겸 필기할겸 샀는데 매우 만족스러워요
26,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",고*환,5,등록된 헤드라인이 없습니다,대학교에서 강의랑 필기용으로 샀는데 화질도 깔끔하고 무엇보다 디자인이 너무예쁘네요 성능도 좋은편
27,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",김*양,5,아주좋음,생각보다 신선하네요 노트북 테블릿 둘다 사용할수있어서 좋아요 코어10세대라 린2m이 호환이 안된다는게 좀 그렇지만 게임사에사 안푸는거니까....와이프 몰래 해보려했는데 아쉽네요 ㅋ 일단 너무 좋고 일에도 잘활용할 수있을것같습니다~ 좋은가격에 나와서 감사하구요 ㅋ
28,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",김*재,4,등록된 헤드라인이 없습니다,"역시 쿠팡이라 배송 진짜 빨리왔구요^^받자마자 아침부터 한글깔고 수업용 자료 받아서 첫 수업했는데 반응속도며 밝기며 현재까지는 모두 만족스럽습니다~단, USB포트가 없어서 살짝 당황했는데 연결커넥터가 동봉되어있어서 다행이네요ㅎㅎㅎ태블릿처럼 쓰는건 아직 시도를 안해봐서 조금더 시간이 필요할듯 하네요~"
29,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",마르코88,3,등록된 헤드라인이 없습니다,"본체는 다맘에드는데 정말 헐벗은 내용물진짜 컴,짹,전원 끝완존단촐파우치도 사야되마우스도 사야되액정보호필름도 사야되저렴한게 저렴이 아니네요"
30,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",박*규,5,명불허전 삼성!,"괜히 삼성이 아닌것 같네요. 로얄블루 색도 이쁘고, 태블릿 모드도 ebook이나 영상 자주보시는분들은 활용도가 무궁무진하실 것 같아요! 일반usb 포트는 없고 c타입만 있는게 조금 넘 앞서나간거 아닌가 싶지만..곧 적응될것 같습니다. 매우 만족합니다^^"
31,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",신*익,5,나름 만족합니다.,빠른 배송에  좋은제품 이에요동영상 강의는 물론 기타 작업에 사용가능 하네요잘 구매한것 같습니다
32,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",전*경,5,100점입니다.,"감탄할 정도로 만족스런 상품. 언택업무 최상 활용성. 디자인, 배터리 모두 최고임."
33,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",유*민,5,등록된 헤드라인이 없습니다,코로나로 인해 온라인 강의 수업용으로 삼.편리함.진즉 살껄얇고 가볍고속도 기능 사용면에서 굳.햔드폰 노트 쓰다가 갤럭시로 바꾸고불편해서 한달 만에 다시 노트로 돌아왔었는데딱 그 기분.이제 예전 노트북은 못 쓰겠음.젤 편한건 수크린 터치.핸폰이야 노트북이야.
34,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",진*숙,3,등록된 헤드라인이 없습니다,솔직히 성능부분은 와이파이가 느려서인가 아니면 컴퓨터가 느린건가 타자를 칠때 마다 자꾸만 렉이 걸리고 영상도 넘기면 끊김 기대하고 샀는데 박사도 모서리 부분이 다 찌그러져있고 살짝 기대 이하임..
35,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",박*철,2,등록된 헤드라인이 없습니다,손 때가 묻으면 지워지지 않고 뭣보다 넘 무거워요. 남자인 내가 들어도 무거운데 와이프 선물이랍시고 샀다가 원망만 들어 내가 쓰고 있지만.... 쩝!와이프는 전에 쓰던데로 800g의 올웨이스 9이 좋다고 하네요.
36,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",조*현,5,"세련된 외관, 튼튼해 보이는 무게 좋습니다!",좋습니다. 다소 무거운 느낌은 있지만  대신 튼튼할 것 같습니다.외관이 고급스럽습니다.추천합니다.
37,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",쿠팡실구매자,5,등록된 헤드라인이 없습니다,팬소리 외에 기계음 소리와 심한 발열로 제품 교환함새 제품을 받고 보니 팬소리도 작고 특정 부위의 발열이 심하지 않음을 확인 넘 맘에 듬
38,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",정*영,4,매우 싸고 빠른 배송,진짜 제일싸고 하루만에 배송되고 쿠팡이최고인듯하지만 사은품 1개도 없어요싸니까 남는 돈으로 악세사리 사면 좋을듯합니다
39,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",윤*림,4,등록된 헤드라인이 없습니다,품질은 최고입니다.  사용하는 아이가(중2) 화질. 터치감에 매우만족 합니다.  그런데...며칠사이 할인이 들어가...상대적으로 비싸게주고 산기분에...속상합니다. ㅠㅠ
40,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",우쟁이,5,등록된 헤드라인이 없습니다,"이 가격이면 더 높은 성능을 찾을수야 있겠지만..무게, 편리성을 생각하면 짱이죠~게임 하시는분은 다른거 찾으시길~"
41,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",이*채,5,등록된 헤드라인이 없습니다,안녕하세요 전에 구매했는데 엑셀은 깔려있는데 엑셀따로 구매해야하는건가요? 아니면 제품키가 따로 내장되어 있나요?
42,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",쿠팡실구매자,5,등록된 헤드라인이 없습니다,갓쿠팡 최저가에 좋은 제품 정말 좋습니다잘쓰겠습니다
43,"삼성전자 2020 갤럭시북 플렉스 로얄블루 노트북 NT950QCT-A58A (i5-1035G4), 로얄 블루, 코어i5 10세대, 256GB, 8GB, Linux",최*준,5,등록된 헤드라인이 없습니다,매우 만족합니다~~ 디자인도 깔끔하고 무겁지도 않아요
52,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",김*성,5,등록된 헤드라인이 없습니다,만족합니다잘  사용하고 있습니다
54,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",안*선,5,등록된 헤드라인이 없습니다,손으로 터치하는게 좋으나 가격이 너무비쌈
57,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",유*수,5,등록된 헤드라인이 없습니다,매우좋습니다.사용해 볼만합니다
58,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",배*숙,5,등록된 헤드라인이 없습니다,역시 믿고사는 삼성 좋습니다
62,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",김*헌,5,아주 좋아요 가격  제품 마음에 흡족하네요,아주 좋아요  빠른배송 가격 모두 만점
63,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",전*영,5,추천받아서 구입했는데 만족스럽네요 좋습니다,추천받아서 구입했는데 만족스럽네요 좋습니다
64,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",김*범,5,굿굿굿,2월 29일에 로켓배송으로 삼성노트북 플렉스 잘 받았습니다!!신상노트북에다가 적지않은 가격이기에 많이 알아보고서 구매하게되었는데 여기 쿠팡에서 구매하길 가장 잘한 것 같습니다. 가격도 저렴한데 로켓배송으로 바로 받아볼 수 있어서 기뻤습니다!! 상태도 깔끔하게 문제없이 받아보고서 잘 사용하고 있습니다 감사합니다!
65,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",곽*동,5,신속 정확 배송 정말 감사합니다.,방금 받았는데 너무 좋습니다처음이자 마지막으로 크게 질렀는데 전혀 후회없습니다.1.배송 정말 빠릅니다2.제품 디자인 및 색상 정말 좋습니다.3.무게도 정말 가볍습니다^^
66,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",윤*용,5,등록된 헤드라인이 없습니다,업무 상 노트북이 필요해서 이것저것 알아보다가 쿠팡에 가격대 괜찮은 제품이 있어서 구매했는데 배송도 빠르고 너무 좋습니다! 가볍고 판넬도 넓어서 너무 쓰기 좋네요ㅎㅎ 특히 판넬이 터치가 되다보니 포토샵같이 부수적인 업무도 할 수 있고 가성비 갑입니다 :) 무엇보다 포장상태랑 배송이 빨라서 너무 좋았어요! 좋은 상품 너무 감사합니다^^
