,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
10,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",윤*영,4,조아요,"기존 이아폰11쓰다가 약정 윗부분이 약간 뿌여지는 현상이 나타나 글찮아도 교체시기가 되었기에 과감히 바꿨습니다.기존 쓰던 폰보다 사이즈가 커서 무거울까 싶었는데 생각보다 무개감이 덜 느껴졌어요 ㅎ화면도 크니 눈이 나쁜 저에겐 안성맞춤,제가 음악을 항상 듣는데 음질 또한 아주 까진 아니지만 대체로 만족, 카메라 기능도 기존것보다 휠씬 좋긴 하더군요.사진이 좀 더 다테일하고 선명하게 잘 나오네요.물론 더 비싼 제품은 카메라 기능이 훨씬 더 좋갰지만, 일반인인 저로선 이 제품으로 충분히 만족합니다.디자인 면에서도 대체로 만족, 색상 또한 연보라색이 촌스럽지 않고 깔끔하여 더 애착이 가네요.카드할인까지 더하여 110만원대에 구입했어요"
11,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",박*숙,5,"자급제 구입해서, 저렴한 요금제 골라서 잘 사용중입니더","빠른 배송 받아서, 고등아이 선물로 사줬어요,,화면이 커서 좋고, 무게감도 적당해요,,  아이가 맘에 들어합니다,,"
12,"Apple 정품 아이폰 14 Plus 자급제, 블루, 256GB",김*진,5,등록된 헤드라인이 없습니다,생각보다 가벼움X쓰다가 이거 써서 사실 마이그레이션해서 새 폰 쓰는 느낌이 잘 안들긴 하지만일단 소리랑 배터리 부분이 제일 마음에 들고 발열도 적다는게 최고 장점일거같아요X오래쓰면서 배터리랑 발열 때문에 짜증났는데 이제 그럴 일 없어서 좋아요사진도 많이 찍는 편 아니라서 프로로 살 필요도 없고 유튜브랑 책보려면 화면 큰게 좋을 거 같아서 이거로 선택했습니다.13이랑 차이는 없다고 하지만 뭐든 전자제품은 가장 최근에 나온걸 사는게 좋다고 생각하는편이라 각자 니즈에 맞춰서 잘 고르시면 될 거 같아요!13이랑 카메라 부분 비교하면 얘가 더 커요 .! 조금 좋아지기는 했나봄요약하자면화면 크기에 비해 엄청 가볍고 배터리 진짜 오래가는거 찾으시면 이거 사세요아 그리구 선명한 스카이블루에 그레이 한방울 떨어뜨린 색감입니다!
13,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",손*익,5,등록된 헤드라인이 없습니다,갤럭시 노트만 쓰다가 아이폰 쓰고 싶었는데 작아서 못 사고 있었는데 이번에 14플러스 나와서 질렀습니다. 다행히무게는 노트랑 비슷하네요. 아직은 어렵지만 잘 적응해야겠네요. 카메라 하나는 예술이예요 역시 아이폰 좋네요!!!
14,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",전*식,5,하여튼 좋습니다....,화면도 크고 화질도 좋습니다. 무게도 화면크기에 비해 무거운 편은 아닌것 같고요...알고 구매한 거지만 충전단자가 라이트닝이라는거 그게 향후 조금 불편할 것 같다는 생각이 케이블은 아이패드랑 가지고 다니면 따로 따로 가지고 다녀야 한다는게 좀 불편할 듯 합니다.
15,"Apple 정품 아이폰 14 Plus 자급제, 블루, 256GB",김*진,5,등록된 헤드라인이 없습니다,"아이폰 14 플러스 만족합니다.정말 배터리는 오래 가네요....ios가 안정적이라고 해서 넘어왔어요.. 첫 달은 적응이 어려웠어요. 당연히 되는 줄 알았는데, ios에서는 안되는 것들이 좀 있더라고요. 지금은 한달 좀 넘었는데..적응했습니다. 카메라는 아직 적응을 못했지만, 다들 좋다고 하니 차츰 배우면서 찍어보려고요."
16,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",고*실,4,예쁘고 가벼움,"가격은 묵직하나 컬러는 예쁩니다. 화면이 커져서 좋지만 다이나믹 아일랜드는 프로에만 적용되니 플러스 모델에는 여전히 머머리 노치가 있죠. 급나누기를 너무 이상하게해서 좀 짜증이 납니다. 그래도 프로보다 나은게 있다면 컬러 하나. 퍼플 컬러가 화사하고 예쁩니다. 프로 딥퍼플컬러는 너무 칙칙, 플러스는 너무 밝고...어쨌든 디스플레이 크고 가볍다는 것은 좋아요. 카메라가 듀얼인건 불만족이에요."
17,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 256GB",박*민,5,"예쁜 색감, 많은 배터리, 가벼운 무게",갤럭시만 쓰다가 아이폰으로 처음 넘어왔는데 성능도 좋고 디자인도 이쁩니다. 가볍고 큰 화면이 필요하시다면 추천합니다
18,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",김*자,5,역시란 말이 나올 정도로 잘 만들고 최고네요,색상의 대한 고민이 블루랑 퍼플 중에 고민을 많이 했는데 퍼플로 선택한것이 너무 잘한것 같아요회사에서 블루를 가지고 있는 직원과 휴게실에서 비교하니 퍼플이 질리지 않고 정품 케이스와 색상이 너무 이뻐서 최고네요
19,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",배추무우맘,5,13프맥에서 14플러스로,큰화면이너무좋은데 프맥밖에 선택지가없어서 쓴 여자인데용손목너무아프고 그립감 너무힘들엇는뎅 그래도 큰화면에 사진 잘찍혀서좋은데 뭐 포토그래퍼도아니고 쓸데없었습니당..플러스나왓다길래  10개월쓰고 바로 바깟더용 전면은 달라진거 일도없지만 가볍고 짱이쁨
20,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",최*영,4,등록된 헤드라인이 없습니다,무난무난하게 쓰기좋고 화면도 커서 좋아요매장에서 보고 젤 맘에 들어서 샀어요무게는 화면 큰 거 대비 가벼워졌다곤 해도 그래도 좀 무거운 감은 있어요속도가 혹시 아쉬운 부분이 있지않을까 했는데스크롤할 때 좀 느껴지긴해요.위로 확확 올릴 때 살짝.카메라도 이만하면 괜찮아요. 제가 오래전 기종을 쓰다 넘어왔는데 화질이 역시 개선됐네요배터리는 하도 오래 간단 말이 많아서 슈퍼 배터리 정도?를 기대했는데 그 정돈 아닌듯.배송 빠르고 자급제라 집 개통 가능해서 좋아요
21,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 256GB",김*만,5,때되면 사는것과  갖고 싶어서 사는 차이.,"저는 갤럭시만 쓰다가 처음 아이폰을 사용하는 30대 후반 남성입니다. move to ios어플 통해서 연락처와 사진을 옮겼구요. 기존어플까지 옮겨 졌으면 좋으련만..ㅎㅎ 다시 전부 다깔았어요. 삼성페이 안되는것도 좀 불편 할테지만, 타자도 좀 불편하지만.. 그래도 심리적인건가.. 핸드폰 사고 기부니 참좋네요.....ㅎㅎㅎ 맞다 배송은 일주일기간 잡혔었지만 2일만에 왔어요!! 나이스 쿠팡!! 그리고 아이폰자체도 전혀 이상없었습니다."
22,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 256GB",윤*식,5,꼭 프로를 고집하지 않는다면 좋은 선택,"미니 크기를 사용하셨던 분이라면 모르겠지만, 생각에 비해 폰은 가볍습니다.대화면도 꽤나 만족스럽구요.물론, 프로 시리즈와 비교해서 사양면이나 사진, 다이나믹 아일랜드가 아쉬울 수 있는데,화면 크고 해당 기능이 꼭 필요하지 않은 분들이라면 좋은 선택이 될 수 있을 듯 합니다."
23,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",이*일,5,화이트 이뻐요,배송 역시 쿠팡안전하고 빠르게 왔어요가격도 카드할인 쿠폰 할인 정가보다 저렴 ㅠㅠ
24,"Apple 정품 아이폰 14 Plus 자급제, 블루, 256GB",정*정,5,배송이빠르다,흰색만쓴거같아블루로 신중하게선택!카드할인받고잘구매한거같습니다128-어차피 매장가서폰만산다고해도최저가 110-120이사이절대못살거알아서쿠팡끼고구매하는거니믿을수있겠지하고냅다결제!빠른배송되서 넘나행복합니다~~
25,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",김*숙,5,14프맥과 비교…14플 완전 개이득!,내돈내산입니다.이번14플 너무 잘나왔어요.딱 정리해드릴께요.나는 사진이나 동영상에 비중을 별로 두지 않는다. 하지만 화면은 컸으면 좋겠다. 하시는분들은 무조건 14플러스로 구입하시길.. 14프맥과 모든것이 같지만 칩셋과 카메라모듈의 무게가 빠지니 가볍습니다. 배터리 대박! 화면 시원시원! 무게 가볍! 가격 프맥과 엄청차이! 이만하면 완전 개이득!
26,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",남*현,5,매우 만족,"11pro 쓰다가 넘어왔어요. 큰걸로 바꾸고 싶었구요 ..14 플러스 기본인데도.. 11프로랑 차이가 많이 나네요. 응답속도 빠르고 , 기본 카메라 인데도 너무 좋아요.."
27,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",권*완,5,조금 충동구매 였는데,역시나 애플좋습니다.화면 크고 카메라 확실히 업그레이드 되었습니다.쓰면 쓸수록 먼가 더 좋아진 것 같아요아이폰12에서 넘어왔습니다 쿠팡 자급제 믿고 쓸수 있어 좋습니다
28,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",orianthi,5,늦기전에 구입하세요 ㅎㅎ,사전예약 구매했는데 생각보다 너무 일찍 보내주셔서 아주아주 잘 사용하고 있습니다. 자급제 폰이라 이것저것 얽혀있는게 없어서 첫 비용은 조금 부담스럽기도 하지만 20개월이상 무이자가 있기에 ㅎㅎ남은기간동안 부담없이 사용하면 되겠네요 ㅎㅎ
29,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",이대장유저,4,휴대폰,휴대폰 애착이 크게없는편 입니다기존에 쓰던 휴대폰이 완전 맛이가서 새로 구입했지만 솔직히 감흥이 없습니가 너무 비싸네요 솔직히….ㅜㅜ카드 할인 못본게 좀 많이 아쉽기하네요…
30,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 256GB",박*원,5,등록된 헤드라인이 없습니다,2주 빨리 도착해서 너무 좋았습니다...☺️12 pro 쓰다가 넘어왔는데 일반 모델도 너무 만족입니다 대화면에 배터리도 오래가고 굳입니다
31,"Apple 정품 아이폰 14 Plus 자급제, 블루, 256GB",이*석,5,완전좋아요,아이폰 13을 쓰는데 작다고 느꼈는데14플러스가 커서 갈아탔는데 좋습니다.자판이 커서 오타도 덜나고 무게도 그렇게 무겁지도 않고만족하면서 사용합니다.
32,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",박*훈,5,등록된 헤드라인이 없습니다,삼성페이가 가장 걸리는 부분이었는데 카드소지하고 다니는 것도 금방 적응 했습니다. 이틀정도 사용해보니 어느정도 익숙해지네요.관련 액세서리 구매로 지출이 좀더 발생합니다. 단점: 라이트닝 케이블
33,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 256GB",김*정,5,등록된 헤드라인이 없습니다,매우 크다.... 손이 크다면 이 핸드폰을 추천합니다영상볼때 좋아요 사운드도 굳여기 보상판매는  정말 아닌거 같습니다등급규정은 왜 정해 놓은건지...보상도 못해주면서 착불택배로 보내겠다니 정말 어이가 없네요...
34,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",이*용,5,등록된 헤드라인이 없습니다,일반모델(아이폰11) 쓰던사람으로써 화면 커지고 무게도 살짝 무거워 졌지만 배터리 오래가고 딱 좋음괜히 프로 샀다가 후회하지말고 가성비 좋아하는사람은 그냥 플러스로 가세요 최고임
35,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",이*진,5,등록된 헤드라인이 없습니다,"아이폰에 대해서 뭐 말할게 있나요. 충전기가 안 들어있다는걸 알고 황당했던거 말고는 만족스럽습니다.13프로맥스가 위험할 때 호신용으로 사용할 수 있다면, 14플러스는 생각보다 가볍습니다. 무게 걱정은 하지 않으셔도 되겠어요."
36,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",윤*호,5,203g 6.7인치 아이폰? 여자인데 큰화면 쓰고싶은분,203g 6.7인치 아이폰? 여자인데 큰화면 쓰고싶은분 이거말고 선택지 없어요… 맥스로 가면 손목나가서 병원비만 더 나와요….
37,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",유포리아아,5,너무 조아요,화면크고 배터리 짱 오래가고 완전 만족해요 밖에 나간지 14시간만에 들어와도 배터리가 55나 남아있는. 동영상 6시간 넘게 보고 sns종일 달고 사는데도 넉넉해요 대만족!
38,"Apple 정품 아이폰 14 Plus 자급제, 블루, 256GB",이*규,5,나한테 딱 맞는 폰,애플 매장에서 직접 만져보고 선택한거라 만족합니다. 14시리즈는 램이 6기가로 동일하고 배터리가 오래가는게 젤 좋네요
39,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",김*희,5,등록된 헤드라인이 없습니다,화면도 크고 무게도 엄청 가벼워요!!!게임이랑 동영상이 위주인데 아주 만족스럽습니당.생각보다 퍼플이 진하네요ㅎ
40,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",김*철,5,아내 선물로 샀는데 너무 만족하네요 최고입니다.,늘 갤럭시를 사용하다 아이폰으로 처음 갈아탔는데 아내가 너무 좋아하네요 잘쓰겠습니다^^
41,"Apple 정품 아이폰 14 Plus 자급제, 블루, 256GB",길*욱,5,등록된 헤드라인이 없습니다,평생 갤럭시만 쓰다가 처음으로 아이폰 쓰는데 생각보다 어렵네요 근데 디자인은 확실히 카메라랑 더불어 괜찮네요 산김에 동생것 까지 삼
42,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",네마리,5,등록된 헤드라인이 없습니다,말이 필요있나..색감 미쳤음..만족 대만족.ㅋㅋ그렇지만 배송 면에서 조금 우리 아이폰이 다칠까 봐 걱정됐음.뾱뾱이나 그런걸 좀 더 안전하게 포장 해 줬으면..^^
43,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",김*빈,5,감사합니다,여자친구 생일선물로 사줬는데 너무 좋아합니다!^^저도 덩달아 기분좋았구요~~
44,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",임*후,5,등록된 헤드라인이 없습니다,12미니쓰다왔는데 미니는 동영상4시간보면 충전해야하는데 충전없이 하루넘게가네요 만족함
45,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",최*석,5,등록된 헤드라인이 없습니다,와이프 오랫동안 아이폰8 사용하고 있어 이번에 바꿔줬는데 정말 좋아 하네요
46,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 512GB",문*철,5,등록된 헤드라인이 없습니다,여자친구 아이폰8에서 바꿔줫는데 엄청좋아해요
47,"Apple 정품 아이폰 14 Plus 자급제, 미드나이트, 128GB",노*로,5,등록된 헤드라인이 없습니다,12미니 쓰다가 배터리답답해서 넘어왔는데 신세계 경험중...
48,"Apple 정품 아이폰 14 Plus 자급제, 블루, 128GB",박*식,5,등록된 헤드라인이 없습니다,파랑 색상이 특히 맘에 듭니다마이그레이션 이후 시스템 데이터가 많이 늘어나 불만.스피커 볼륨 최대시 음질이 다소 떨어지는 느낌
49,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",박*도,5,마음에 듭니다,생각잖게 와우회원할인까지 받고 저렴하게 구매해서 정말 기뻤어요
50,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",고*철,5,아이폰14 굿,배송이 10일이상 일찍와서 너무 좋습니다~ 역시 폰은 애플이죠 ㅎㅎ
51,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",두부두부콩,5,등록된 헤드라인이 없습니다,머무에ㅖ버어어여. ㅠㅠㅠ. 너무 예뻐요!!!!!!  ㅓ플체공
58,"Apple 정품 아이폰 14 Plus 자급제, 스타라이트, 128GB",안*웅,5,등록된 헤드라인이 없습니다,아직은 뭐라 말할수 없는... 그래도 이쁨!
65,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",박*현,5,등록된 헤드라인이 없습니다,빠름 편함 굿이 대리점 갈 필요없음
71,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 128GB",김*연,5,등록된 헤드라인이 없습니다,다행히 양품와서 잘 쓰고있긴한데 무슨 배송을 그따구로하는지… 겨우 뽁뽁이 하나 감싸고 심지어 고정도 안시켜놔서 다 풀어헤쳐져 왔는데 이리치이고 저리치였을텐데 버텨준 아이폰에게 감사하단말 전하고싶네요 제품은 만족하는데 쿠팡이문제임 백만원넘는거 배송하는데 ㅋㅋㅋ배송수준이 무슨…ㅋㅋㅋ 기사님이 내폰 조수석에 애지중지 태우고 충격 1도 안가게 오시는거아니면 좀 고쳐요 기사님의 배송은 만족해요 근데 포장이 왜 저따구냐고요 저만 컴플건것도 아닐텐데 눈닫고 귀닫을거면 리뷰남기라고하질말던가 암튼 고쳐요 좀
72,"Apple 정품 아이폰 14 Plus 자급제, 블루, 128GB",권*현,5,등록된 헤드라인이 없습니다,배송이렇게오는거 익숙하지만 아무리 그래도 휴대폰 기기인데.. 받아보는 사람 기분이 좀 ^^
73,"Apple 정품 아이폰 14 Plus 자급제, 퍼플, 256GB",김*은,5,빠른 배송 너무 좋아요,11프로맥스에서 갈아탔는데 마스크 쓰고도 페이스id 풀리는거 감동이네요ㅠ 남들 다 느끼는 편리함을 이제야 느끼는..배송 빠르고 상품도 안전히 왔고 너무 예쁘고 테스트해보니 문제도 없어요 좋아요!
