,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용
10,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",신한나,5,z폴드후기,"카드할인으로 174정도에 구매했어용 핸드폰 바꿀때가되었다생각하고 있던중에 약정가입은 부담스러워서 자급제 무이자할부로 구매했습니다 사용후기를 적어보겠슴다1.생각보다깔끔한디자인2.영상보기를좋아하는 사람으로써 화면이너무커서 만족3.생각보다 주름부분이 신경쓰이지않음4.,s20울트라사용중이였는데 카메라화질이 그닥좋지않은느낌을 받았음 영상에서 누군가가 비교했을때는 폴드가더 좋아서구매했지만 만족스럽지않음5. 화면이크다보니 유투브 화질이조금 깨지는거같은느낌 1080설정해놓고보았을때 흐릿하다라는느낌을받았음6.무게감이생각보다있음. 아직까진.바지가내려가거나그러진않았습니다7.카메라부근안쪽에 살짝홈이있는디 기스인줄알고 놀랐음.8.흠집하나없이 잘왔음 구성품이 점점줄어드는게아쉽거 충전기 부가적구매할때 30프로할인해서 15000정도에 살수있는것도아쉬움..폰을삿으면 충전기는 기본아닌가싶음..9.터치민감도가 살짝떨어짐. 그전폰과다르게 살짝안눌리는기분을받음10.지문인식이너무빨라서 제대로 지문이인식되나 의심들지만 깔끔하게잘됨 ㅋㅋ11.발열 심하다정도까진아닌데 빨리발열이되는느낌은있슴12.배터리 진짜빨리닳음..3배는빠르게닳는듯.. 13. 접어서사용할때는 화면이좀작음. 펼치면 넓음. 애매한크기같은기분14.너무면적이넓다보니 짱짱한케이스와 필름 구매비용도 만만치않음15.기존에붙어있는필름에는 먼지가 잘붙음 지문도 잘뭍음 16. 필름무료부착 쿠폰을주는데 지역삼성에서 필름부착서비스를 종료함.17.케이스와 폰이따로오는관계로 정말조심히써야됨.18. 충전은 초고속충전저는 블랙이더이쁜거같아여 느낌상인지기분인지...ㅎㅎ제질도 색감도 ㅎㅎ"
11,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",대마,5,등록된 헤드라인이 없습니다,"플립3 1년 써보고 바로 넘어왔습니다.플립살때만 해도 이게 내구성이 괜찮을까? 하는 우려가 있었는데딱 1년써보니 배터리 빼고는 대부분 마음에 들어서 바로 폴드 구매 했네요너무 마음에 들고 구매한지 2주정도 지났는데 잘 쓰고 있습니다.태블릿과 비교하는건 좀 오바긴 하지만그래도 폴드 구매하고 확실히 태블릿은 자주 안 쓰게 되긴 하더라구요구매하신 분들이 대부분 리뷰에서 단점으로무겁다, 두껍다, s펜이 내장이 안된다, 주름이 있다...등등뭐 이런걸 얘기 하시는데....아니 이걸 모르고들 사셨나?뭐 이런걸 단점이라고 적어두셨나 모르겠네요이런건 사람마다 차이가 있으니 그냥 참고사항 정도인거 같습니다.제가 쓰면서 느끼는 제일 큰 단점은특정 앱들이 커버 화면과 메인화면을 오갈때 생기는 버그들이 좀 있습니다.비율이 화면에 맞게 전환이 안되서 레이아웃이 틀어지는 버그가 종종 있더라구요뭐 앱을 사용 못 하는건 아니지만 그래도 되던 기능이 됐다 안됐다 그러니까이게 좀 거슬리긴 하더라구요다음 업데이트 때는 수정해주길....아무튼 구매 고민이신 분들은 가까운 매장에서 한번 만져보고 구매하세요~"
12,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",한*수,4,만족합니다,"문제없는 기계받았습니다. 색상 만족하고, 배송 빠르고...살까 말까 고민한 날들보다 배송이 더 빠르네요.무게는 전작보다 가벼워 졌다지만,  무거움은 어쩔수 없네요.사이즈가 커져 좋지만, 제차 K5 정식 무선 충전독에 두께로 인해 삽입이 안되네요. 그로인해 무선충전은 물론 핸드폰 스마트키 시동도 불편해졌고..앞으로 사용하다 보면 사이즈로 인해 불편해질것이 생길듯 합니다.이외에는 좋네요 전에 쓰던 Z플립3 보다 배터리도 오래가고... 커버화면도 커져서 활용도 높고...커버화면이 커져서 대부분 커버화면에서 이용할듯 합니다."
13,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",최*진,5,사전예약 마지막날 주문한거 왔어요!,23일이였던가??사전예약 마지막날에 고민끝에 주문해서 30일에 받았습니다.받자마자 사은품부터 신청했어요작은 여자손에 요정도 느낌이구요플립3쓰다 넘어왔는데 플립이 크림색이라 이번엔 고민도 안하고 그레이그린 했더니살짝 후회중입니다.이번 베이지 색이 넘 이쁘네영 ㅠㅠ그린폰에 화이트 실리콘 정품 케이스 한거예요. 여튼 무겁지만 이뻐요!!!!!
14,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",이*정,5,아이보리 이뻐요,아이폰13미니 에서 폴드4로 변경장점아이보리 완전 예쁘다폴드3보다 가로로 넓어서 화면이 시원하다폴드3보다 10g 가벼운데 차이가 크다굿락어플로 내 입맛대로 꾸미니 쓰기편하다삼성페이 신세계(아이폰10년 씀)밥 먹을 때 플렉스모드 하면 거치대 필요없음충전 빠름지문반응속도 깜짝놀람+한달사용 후 추가후면카메라 좋다 풍경 음식 사람 다 자동보정되는듯계산자주하는데 멀티로 보면서 동시에 되니 꿀단점전면 카메라화질 사망전체적으로 터치반응이 미묘하게 느리거나 안먹히는 오류있음넷플이나 유툽 볼 때 화면 빈공간이 많음배터리 광탈(스크린이 3개니 어쩔수없긴 함)카메라 셔터음 너무 큼+한달 사용 후 추가앱 연동이 아직 불안정해서 튕기거나 먹통되는게 있음지문이랑 카메라가 버튼에 같이있으니 버벅대서 짱남유튜브 쇼츠 보고싶으면 화면비율 조정하지말고폰을 가로로 돌려보면 잘보임
15,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",가화백사성,5,적절한 가격에 구매할수 있다면 최고,발매전 삼성디지털플라자에서 만져보고 사용해보고 구매를 고민하다 적정가격에 구매했습니다.안드로이드 운영체제 탑재한 전화기중엔 독보적 모델일거라 생각합니다.저처럼 신품을 130만원 이하에 구매할수 있다면 후회하지 않을 선택이 되겠지만그것보다 비싸다면 앞으로 나올 S23 울트라가 오히려 더 낫지않나 싶네요.
16,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",황*라,5,엄마생일선물로 조아요!,엄마생일이라서 선물고민하다가 동생들이랑 돈모아서 사드렸어요!엄청 갖고싶어하셨는데 무겁다는 말때문에 고민하고있길래그냥 사드렸더니 생각보다 가볍다고 엄청좋아하셨습니당화면 크게볼수있는게 제일 장점이고 접었을땐 작게 사용가능하니까 들고다닐때도 편하다고하네용지금도 쿠팡쇼핑하면서 크게볼수있다고 좋아하시는중 ㅋㅋㅋㅋㅋ강추입니다!
17,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",최*주,5,생각한것보다 더 맘에들어요,솔직히 접히는 부분이나 폰의 무게 ㅠㅠ구매전부터  왜 신경을 썼는지 내참.. 폴드4는 받자마자 그런생각자체를 다 잊게 해주네요. 우선 여자인 제손에 착 감깁니다. 무게는 당연히무겁지만 아이폰의 무게와 별차이없습니다. 폴드가 처음나왔을때 극복하기 어려워보였던 메인화면과 첫화면 아이콘 크기와 해상도 등 차이들이 극복되었고 선명한 화질은오랜시간 들여다봐야하는 눈의 피로도도 현저히줄여줬습니다. 메인화면은 모바일인데도 갤탭처럼 화면 구성이 자연스럽게  바뀌는 부분도 상당히만족스럽습니다. S펜커버를 구매하고 지금은 기다리고 있습니다.
18,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",김*주,5,너무 좋아요,아빠 선물로 사드렸는데 너무 좋아하세요화면이 크니 보기 편하시고 네비게이션도 크게 볼 수 있다고 좋아하셨습니당 배송도 빠르고 좋아욤
19,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",이*인,3,개인마다 다를거같네요,"자급제라 금액부담 덜고 요금제만 선택해서 자유로이 사용할수있는것,넷플볼때 시원한 화면크기 이거하나로 구매한계기임.손에 감기는그립감 굿,키패드 커서 빨리써짐!성능을 다외우지못하여 쓰면서 좋은거알게될거같음.카메라기능 비슷함.생각보다 무거움,바지에넣음 축쳐짐~아이보리로샀는데 후면 숫자가 신경쓰이긴하지만 커버오면 씌움되니 참아야하고대체적으로 음 화면크기 진짜 맘에듭니다!전자책읽기에도 편해요~"
20,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",장*지,5,화면도 크고 카메라도 좋아용,엄마 생신 선물로 장만했어요!!현급 깡으로 한방에 싹..엄마가 너무 좋아하세요~카메라가 너무 좋다고 다르다면서 너무 좋다 하시네요화면도 커서 좋고 공부 시작하신 게 있는데 그거 보기에도 편하시다고역시 부모님들은 화면 큰 게 최고죠? ㅎㅎ부모님들 생신 선물로 꽤나 괜찮은 거 같아요!!강추강추>< 효녀 효자 되세요~~
21,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 그레이 그린",변*진,5,등록된 헤드라인이 없습니다,자급제폰을 알아보던 중쿠팡에서 갤럭시z폴드4에 대한 구매가 많고 좋은 후기 또한 많아 흥미롭게 리뷰를 훑어보다가 무게는 297g의 아이패드미니6 (제껀 셀룰러였어요)보다 254g으로 가볍고반으로 접어서 일반 휴대폰으로 사용하기에 딱!맞겠다 싶어 어제 구매를 했는데역시 저에겐 최고의 선택이었습니다.갤럭시z폴드4에서 지원하는 펜슬 기능으로 그림도 그리고 밀리의 서재에서 책도 시원시원한 넓은화면과 큰글씨로 볼수있게 됐네요^^기존 휴대폰과 아이패드미니6를 처분할 생각이에요.저처럼 휴대폰과 태블릿의 조합을 꿈꾸신다면 완전 강추합니다
22,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",별담바다,5,강추,"와이프가 쓰던 S20노트 울트라를 제가 쓰고,큰 화면을 선호하는 와이프가 폴드4를너무도 좋아해서 구입했어요.유심만 서로 바꾸면 사용 준비 끝.대리점가서 요금제로 인한 바가지는 끝 ㅋㅋㅋ자급제로 구입하세요"
23,"삼성전자 갤럭시 Z 폴드4 5G 자급제 SM-F936N, 256GB, 베이지",정*영,5,어머니 폰 바꿔드렸는데,어머니가 퇴근 후 핸드폰으로 영상을 자주보시는데 테블릿은 너무 크다고 하셔서 이번에 바꿔드렸는데 생각보다 가볍고 화면도 커서 너무 만족하셔서 기분이 좋네요
