제품명,title,link
갤럭시북 플렉스,삼성 갤럭시 북 플렉스 액정 보호필름 부착 방법,https://youtube.com/watch?v=3Gu9n83mmDg
갤럭시북 플렉스,QLED화질에 한번 지려보실래요?  / 노트북 리뷰 삼성전자 갤럭시북 플렉스 NT930QCG-K58 [노리다],https://youtube.com/watch?v=ekLvvCaebl0
갤럭시북 플렉스,다성아빠가 알려주는 2021 갤럭시북 플렉스2 / 상세페이지 분석,https://youtube.com/watch?v=Ty_-If3qTME
갤럭시북 플렉스,왜 자꾸 맥북에어랑 비교해요? 아주 자세한 200만원짜리 삼성 갤럭시북 프로 360 사용기!,https://youtube.com/watch?v=HKHIVTxEG-s
갤럭시북 플렉스,광고 갤럭시북플렉스2 상품평이 좋은! 깔끔하게 정리했어요 추천 TOP10,https://youtube.com/watch?v=fQgq9KN-AF8
갤럭시북 플렉스,"더 진화한 S펜과 디스플레이, 2020년 삼성 갤럭시 북 플렉스 리뷰",https://youtube.com/watch?v=XV_Gn703Jv0
갤럭시북 플렉스,그램? 아니!! 갤럭시북 플렉스 완벽한 팀킬! 가벼운 노트북 사려면 갤럭시북 플렉스 알파가 좋겠네!,https://youtube.com/watch?v=Vsbfn6iPweo
갤럭시북 플렉스,삼성전자 갤럭시 북플렉스 알파 15인치 13인치 간단 비교. Samsung Galaxy Book Flex alpha 13inch 15inch review.,https://youtube.com/watch?v=cxLXCqW82u8
갤럭시북 플렉스,[ST에스티] 갤럭시 북 플렉스 5개월 실사용기를 말씀드립니다.(갤럭시 북 플렉스 리뷰 영상),https://youtube.com/watch?v=7gcMO5hfpxc
갤럭시북 플렉스,"2021 삼성노트북 4종류, 7가지 모델 써봤습니다. (갤럭시 북 이온 2, 플렉스 2, 플렉스 2 5G, 노트북 플러스 2)",https://youtube.com/watch?v=rH6-KHsZZvs
갤럭시북 플렉스,"퍼포먼스와 사용성에 특화된 슬림 노트북, 삼성 갤럭시북 플렉스 2 NT950QDA-X71AZ 한사랑씨앤씨",https://youtube.com/watch?v=H1kFkNCpc8w
갤럭시북 플렉스,[UPGRADE] 🖥갤럭시북 • 플렉스알파α & SSD 자가업그레이드 방법 #NT750QCR#A78A,https://youtube.com/watch?v=bnFpQPYUBPw
갤럭시북 플렉스,"삼성 갤럭시북 플렉스 🎀 15인치 실버 ㅣ언박싱 + 힐링쉴드 , 디지털펜2개ㅣ",https://youtube.com/watch?v=SgVFKj0jwhc
갤럭시북 플렉스,삼성전자 갤럭시 북플렉스2 언박싱. Samsung Galaxy Book Flex2 i7 Unboxing.,https://youtube.com/watch?v=YRsk8_I2aVo
갤럭시북 플렉스,갤럭시북프로360 뽕 뽑는 9가지 꿀팁,https://youtube.com/watch?v=PxxSgrYHdYk
갤럭시북 플렉스,"삼성노트북 갤럭시 북 플렉스 구입 전에 꼭 봐야할 영상 _ 화면꺼짐 AS 받기 2탄, 수리도 어렵고 교환도 어렵고",https://youtube.com/watch?v=4gAHiyfse7k
갤럭시북 플렉스,삼성전자 노트북 갤럭시 북 플렉스 화면꺼짐 현상 오류일까? 결함일까?,https://youtube.com/watch?v=CyRGID3AO0U
갤럭시북 플렉스,"갤럭시 북 이온 & 갤럭시 북 플렉스, 어떤 게 마음에 드세요?",https://youtube.com/watch?v=5Ab17VIH4zs
갤럭시북 플렉스,갤럭시 북 플렉스로(Galaxy Book Flex) 일러스트 그리기,https://youtube.com/watch?v=ykX7tqGzRX8
갤럭시북 플렉스,갤럭시 북 플렉스 NT950QCT A58A - 터치패드 무선충전 방법,https://youtube.com/watch?v=8I4L7iQLNK0
갤럭시북 플렉스,13인치 삼성갤럭시북이온과 북플렉스를 비교해 봤습니다. 13inch Samsung galaxy book ion flex,https://youtube.com/watch?v=TJOz9kPQ2YA
갤럭시북 플렉스,11세대 인텔 EVO 플랫폼으로 이동성까지 더했다! 삼성 갤럭시 북 플렉스2 5G의 장단점 (Samsung Galaxy Book Flex2 5G),https://youtube.com/watch?v=KWiRSI1QMcQ
갤럭시북 플렉스,삼성 2 in 1 플렉스 알파 한달 사용 후기,https://youtube.com/watch?v=Qmcn7_mxT3M
갤럭시북 플렉스,"갤럭시북 플렉스 필기 디지털 캘리그라피, 그림 그리기",https://youtube.com/watch?v=JguOytBJRPA
갤럭시북 플렉스,삼성전자 갤럭시북 플렉스2 무선배터리 공유 방법,https://youtube.com/watch?v=uYgU63gpdV0
갤럭시북 플렉스,삼성전자 갤럭시북 플렉스 SSD 업그레이드,https://youtube.com/watch?v=h5heCePGoro
갤럭시북 플렉스,삼성갤럭시북 플렉스 [스코코 외부전신보호필름 4종 세트] 초고속?! 부착(풀영상) NT930QCG 13인치,https://youtube.com/watch?v=WR9_uvBJ9G0
갤럭시북 플렉스,삼성 갤럭시북 플렉스로 필기하는 영상 / Samsung galaxy book flex lecture,https://youtube.com/shorts/bNtOBlvXQkc
갤럭시북 플렉스,HOT 큐레이터J가 Pick한 노트북! 갤럭시북 플렉스(Feat. GalaxyBook Flex) 심층 디테일 리뷰,https://youtube.com/watch?v=pqz7SPCzz9g
갤럭시북 플렉스,뷰에스피 VSP 삼성 갤럭시북 플렉스 15인치 저반사 액정보호필름 부착방법,https://youtube.com/watch?v=OQMtFNe9qqk
갤럭시북 플렉스,"노트북을 데스크탑처럼 만들어봤더니! 놀라운 결과를!! (갤럭시북플렉스,게이밍모니터,갤럭시RTX2060SUPER 조합)",https://youtube.com/watch?v=RhgGnXv1nLA
갤럭시북 플렉스,[리뷰] 삼성전자 갤럭시북 플렉스2 NT950QDA X71AZ,https://youtube.com/watch?v=57dE1YH6qRo
갤럭시북 플렉스,내돈주고산 갤럭시북 플렉스 최고사양 리뷰!/게임플레이/언박싱/사용기,https://youtube.com/watch?v=X127ZUkl82w
갤럭시북 플렉스,삼성전자 갤럭시북 플렉스 (Galaxy Book Flex),https://youtube.com/watch?v=8gIBL8_ZGnc
갤럭시북 플렉스,"삼성 갤럭시 북 플렉스2 오버워치 플레이 (13.3""/i5-1130G7/16GBRAM/256GBSSD)",https://youtube.com/watch?v=i1lo0b3njxs
갤럭시북 플렉스,삼성이 플렉스해버렸다!? 드디어 공개된 삼성 갤럭시 북 플렉스를 알아보자 빠끄!,https://youtube.com/watch?v=Z0qaqDVQG_k
갤럭시북 플렉스,갤럭시 북 플렉스! i5 15인치. 갤럭시 북 플렉스 언박싱!  galaxy book flex 내돈으로 질렀다!,https://youtube.com/watch?v=0HSwIN8UP0Q
갤럭시북 플렉스,"휴대성에 특화된 5G 노트북, 삼성 갤럭시북 플렉스2 5G NT930QCA-KC71S  유니씨앤씨",https://youtube.com/watch?v=BMu-yFlRPY8
갤럭시북 플렉스,[리뷰] 포트만 빼고 모두 완벽한 노트북 - 삼성전자 갤럭시북 플렉스 NT950QCG X716A SSD 512GB,https://youtube.com/watch?v=FMpd5JCNDJ0
갤럭시북 플렉스,[하루 후기] 삼성 갤럭시북 플렉스 알파 하루후기,https://youtube.com/watch?v=n6flNCzcZGA
갤럭시북 플렉스,노트북에 고사양 데스크톱 그래픽카드를 연결하면 성능은 올라가나? 갤럭시 북 플렉스 갤럭시 RTX2060 SUPER 조합 그결과는!,https://youtube.com/watch?v=RF-thwm-n7Q
갤럭시북 플렉스,"삼성 갤럭시북 플렉스2 사용 후기, 대학생 노트북으로 쓸만할까? 장점과 단점! 비지니스 사무용으로 딱!",https://youtube.com/watch?v=AHyBVezFrWo
갤럭시북 플렉스,삼성 갤럭시 북 플랙스 알파 개봉기 + Samsung Galaxy Book Flex alpha,https://youtube.com/watch?v=4nmqiF4-yrw
갤럭시북 플렉스,갤럭시 북 플렉스 알파 #shorts,https://youtube.com/shorts/DYVlRXdPrfo
갤럭시북 플렉스,"삼성 갤럭시 북 플렉스2 S-Pen 필기 테스트 (13.3""/i5-1130G7/16GBRAM/256GBSSD)",https://youtube.com/watch?v=xmOsGKGdUsA
갤럭시북 플렉스,[광고]갤럭시북플렉스 추천 판매순위 Top10 || 가격 평점 후기 비교,https://youtube.com/watch?v=eh68ToyjLuU
갤럭시북 플렉스,갤럭시 생태계에 최적화된 바로 그 녀석  / 노트북 리뷰 삼성전자 갤럭시북 플렉스 NT930QCT-A38A [노리다],https://youtube.com/watch?v=WO0TN4aLdUw
갤럭시북 플렉스,2in1 노트북 삼성 갤럭시 북 플렉스 Galaxy Book Flex,https://youtube.com/watch?v=jk4VkB67FQQ
갤럭시북 플렉스,2020💕 삼성 갤럭시 북 플렉스 액세서리 개봉기 | Samsung Galaxy Book Flex Accessory Unboxing,https://youtube.com/watch?v=HH3zIprpcXs
갤럭시북 플렉스,삼성전자 노트북 갤럭시북 플렉스 개봉기 : Galaxy Book Flex NT930QCG-K58SL,https://youtube.com/watch?v=Aj2b1H6qek4
갤럭시북 플렉스,갤럭시 북 프로 360 vs 플렉스 2 '모든 스펙' 비교 | MACGUYVER,https://youtube.com/watch?v=FP3kiJF5FGU
갤럭시북 플렉스,[끝장비교] 삼성 갤럭시북 플렉스2 5G vs 엘지 그램360 (Galaxybook Flex2 5G vs Gram360 Review),https://youtube.com/watch?v=U4uusBEy3Ng
갤럭시북 플렉스,업그레이드 가능한 2in1 노트북이 있다? | 삼성전자 갤럭시북 플렉스 알파 NT750QCJ-K78A 엔씨디지텍,https://youtube.com/watch?v=Zd9kdKbXoiw
갤럭시북 플렉스,"이것은 태블릿인가 노트북인가, GALAXY BOOK FLEX ALPHA (갤럭시북 플렉스 알파) 개봉해봤어요! ASMR  [박스를 열어요]",https://youtube.com/watch?v=6gC7pAK2uzE
갤럭시북 플렉스,[리뷰] 삼성의 미묘한 급 나누기? intel Xe는 또 왜이래 | 갤럭시북 플렉스2 이온2 성능비교,https://youtube.com/watch?v=eTp3dG7U2tI
갤럭시북 플렉스,"갤럭시북 프로 360 리뷰와 사용팁, 다른 갤럭시북에서도 이 기능이 된다고?? (feat.갤럭시북 Flex 2)",https://youtube.com/watch?v=z55wsmwUR-k
갤럭시북 플렉스,[개봉기] 삼성전자 갤럭시북 플렉스2 NT950QDA X71AZ,https://youtube.com/watch?v=eVi0IpE6GY4
갤럭시북 플렉스,2020 갤럭시 북 이온 VS 플렉스 삼성 노트북 2종 비교,https://youtube.com/watch?v=6peaWWeTVu4
갤럭시북 플렉스,삼성전자 갤럭시 북 플렉스 15인치 13인치 비교! Samsung galaxy book flex 15inch 13inch,https://youtube.com/watch?v=GRPxarudz3s
갤럭시북 플렉스,[개봉기] 삼성전자 갤럭시북 플렉스 NT950QCG X716A SSD 512GB,https://youtube.com/watch?v=nAMHTYCsiMs
갤럭시북 플렉스,직장인 노트북 추천! 태블릿까지 되는 삼성 갤럭시북 플렉스 알파 NT750QCR-A38A 첫 만남,https://youtube.com/watch?v=-7-HngT9Hok
갤럭시북 플렉스,갤럭시 북 플렉스 NT950QCG-X716A - 터치패드 무선충전 방법,https://youtube.com/watch?v=KpdETjPVvu0
갤럭시북 플렉스,[갤럭시 북 플렉스] 무선 배터리 공유 편,https://youtube.com/watch?v=fsnglyn2WYg
갤럭시북 플렉스,"완성형 컨버터블 노트북, 삼성 갤럭시북 플렉스 NT950QCG-X716A 한사랑씨앤씨",https://youtube.com/watch?v=rCewuqRqc-E
갤럭시북 플렉스,삼성전자 갤럭시북 플렉스2  NT950QDA-X71AZ / NT950QDA-X71AB,https://youtube.com/watch?v=PgXE89JNgcc
갤럭시북 플렉스,Galaxy Book Flex Tablet  Mode Review 갤럭시 북 플렉스 태블릿모드,https://youtube.com/watch?v=3aDdaOC-5So
갤럭시북 플렉스,갤럭시북 플렉스 터치패드 꿀팁!!,https://youtube.com/watch?v=gzNZnd6zkNo
갤럭시북 플렉스,"아, 알려 좀 주소. 삼성 갤럭시북 플렉스 알파 제품사용기 NT750QCR-A78A (feat.노두북)",https://youtube.com/watch?v=sAwydrnMtRk
갤럭시북 플렉스,갤럭시북 플렉스 15인치 보호필름 부착리뷰 힐링쉴드,https://youtube.com/watch?v=7YeW2cPQGQ0
갤럭시북 플렉스,삼성 갤럭시북 플렉스 너무 비싸지만.. 선택의 여지가 없다~!,https://youtube.com/watch?v=W7z1gx_7rcA
갤럭시북 플렉스,삼성전자 갤럭시 북플렉스2 마음대로 까봤습니다. Samsung Galaxy Book Flex2 i7 Open inside. Upgrade.,https://youtube.com/watch?v=f90dRPvGKP8
갤럭시북 플렉스,갤럭시북 플렉스 2년후 교체시 50% 중고가 보장이 핵심인 삼성 노트북 환승 할인클럽,https://youtube.com/watch?v=7Qhw99_ge7w
갤럭시북 플렉스,삼성전자 갤럭시 북 플렉스 리뷰,https://youtube.com/watch?v=Y8XQLojlNmc
갤럭시북 플렉스,갤럭시북 플렉스2 5G 노트북 실사용 리뷰! 언박싱부터 롤 게임까지!,https://youtube.com/watch?v=wUSUhhQNWbQ
갤럭시북 플렉스,"매크로네트웍, 삼성 갤럭시 북 플렉스 알파 (α) NT730QCR-A716A 뒷판 개봉기  및 간단 소개영상",https://youtube.com/watch?v=JYEuWV7nQJQ
갤럭시북 플렉스,삼성 갤럭시북 플렉스 알파 무광 외부 보호필름,https://youtube.com/watch?v=nKMAgLqPXsM
갤럭시북 플렉스,"삼성 갤럭시북 프로 15 발열, 하판 내구성 문제 있으니 주의하시길! 219만원으로 M1 맥북 사세요.",https://youtube.com/watch?v=pwn_TAQ0A-I
갤럭시북 플렉스,갤럭시북 플렉스 피파( NT950QCG-X716S),https://youtube.com/watch?v=eANHECZFYMY
갤럭시북 플렉스,삼성 갤럭시북 플렉스 알파 13 NT730QCJ NT730QCR 종이질감 저반사 지문방지 블루라이트차단 액정보호필름 부착 - 힐링쉴드 연신내점 은평구 서대문구 덕양구 마포구 부착점,https://youtube.com/watch?v=2PLUfQ1f3YU
갤럭시북 플렉스,1월을 강타할 추천 노트북 갤럭시북 플렉스2 언박싱~,https://youtube.com/watch?v=KALJrbnVonk
갤럭시북 플렉스,"삼성전자 갤럭시북 플렉스2 NT930QDA-K71AZ, QLED와 S Pen의 완벽 콜라보!",https://youtube.com/watch?v=YLPP2iPsJfw
갤럭시북 플렉스,[분해] 노트북 모니터 교체하기 - 갤럭시북 고 모니터 교체하기,https://youtube.com/watch?v=nF1Gpp4MUy4
갤럭시북 플렉스,국내최초 아테나 프로젝트 인증받은 삼성 갤럭시 북 Flex 플렉스 이렇게 달라졌다?!,https://youtube.com/watch?v=76RExfAD6xg
갤럭시북 플렉스,"금수저 랩탑 (S펜, 5G, 태블릿모드, 타이거레이크) 삼성 갤럭시북 플렉스2 5G",https://youtube.com/watch?v=p76eKtF0MCA
갤럭시북 플렉스,2020💕 삼성 갤럭시 북 플렉스 사용후기 | Samsung Galaxy Book Flex Review,https://youtube.com/watch?v=6X9yuLUiID0
갤럭시북 플렉스,15인치 삼성갤럭시북이온과 북플렉스를 비교해 봤습니다. Samsung galaxy book ion flex,https://youtube.com/watch?v=cIRmIOI_BLE
갤럭시북 플렉스,삼성 갤럭시 북 플렉스 -S펜 제스처 인식 지원,https://youtube.com/watch?v=74JUbC38INw
갤럭시북 플렉스,삼성 노트북 갤럭시북 플렉스 액정 화면꺼짐 불량 해결 방법,https://youtube.com/watch?v=KouTUmPODq8
갤럭시북 플렉스,"선명한 화질과 편리함 , 재미까지 갖춘 삼성전자 갤럭시북 플렉스알파 NT730QCR-A38A",https://youtube.com/watch?v=T0SlQ4FlgNs
갤럭시북 플렉스,"삼성 갤럭시북 플렉스2  미스틱 브론즈, 미스틱 블랙 간략한 언박싱",https://youtube.com/watch?v=ShsDT_2i7bA
갤럭시북 플렉스,삼성 갤럭시북 플렉스2 5G 스펙 및 디자인 이온2와 다른점은?,https://youtube.com/watch?v=k1kp6egsoZU
갤럭시북 플렉스,삼성 갤럭시북 플렉스 알파 NT750QCR-A38A 간략특징,https://youtube.com/watch?v=l9SD0I6qlqI
갤럭시북 플렉스,2020💕 삼성 갤럭시 북 플렉스 개봉기 | Samsung Galaxy Book Flex Unboxing,https://youtube.com/watch?v=LZvAfeMTcUE
갤럭시북 플렉스,삼성 노트북 갤럭시 북 플렉스 액정 색보정 방법,https://youtube.com/watch?v=xu1M2x-dyfY
갤럭시북 플렉스,"강력한 성능으로 무장한 컨버터블 노트북, 삼성 갤럭시북 플렉스 알파 NT750QCR-A78A",https://youtube.com/watch?v=wiOdKhTsLuo
갤럭시북 플렉스,삼성 갤럭시북 플렉스 - 동영상 강의 편,https://youtube.com/watch?v=chkVyIgSYOs
갤럭시북 플렉스,갤럭시북 플렉스 13인치 + eGPU 몬헌 최상옵,https://youtube.com/watch?v=OS1q3mOnRd4
갤럭시북 플렉스,갤럭시 북 플렉스2 5G 아재도 써봤다!! 와이파이 안 잡아도 되는 노트북! 사양도 엄청난~ 그런데.. 발열은... ㅠㅠ 지못미..,https://youtube.com/watch?v=uDXS5SfULWw
갤럭시북 플렉스,협찬 없는 갤럭시북 플렉스2 5G 리뷰 (Samsung Galaxybook Flex2 5G Review),https://youtube.com/watch?v=JwdDJ-PSZdk
갤럭시북 플렉스,모던PC 노트북4종 비교 갤럭시북플렉스?이온? 20년형 그램17 아니면 삼성노트북플러스?,https://youtube.com/watch?v=9MhPL1HuRoA
갤럭시북 플렉스,갤럭시북 플렉스 알파 언박싱,https://youtube.com/watch?v=EbBeCcJl_Kw
갤럭시북 플렉스,"SAMSUNG 차세대 2 in 1 아테나 인증 첫 노트북, 갤럭시 북 Flex 리뷰",https://youtube.com/watch?v=u5bDen3rr7Q
갤럭시북 플렉스,"다양한 용도로 활용하는 2in1 노트북, 삼성 갤럭시북 플렉스2 NT950QDZ-G51A 엔씨디지텍",https://youtube.com/watch?v=uENKYw6Cn6A
갤럭시북 플렉스,"확장성 높인 고성능 컨버터블 노트북, 삼성 갤럭시북 플렉스 알파 NT750QCR-A58A 한사랑씨앤씨",https://youtube.com/watch?v=rdgPBlDwPG4
갤럭시북 플렉스,[사격왕고온] 갤럭시북 플렉스 I7 저렴하게 구매하는법! 전자제품 꿀팁 대방출 사격왕고온,https://youtube.com/watch?v=jNM-lBZU1qU
갤럭시북 플렉스,삼성갤럭시북 플렉스 이온 13인치 비교. Samsung galaxy book flex ion 13inch open!,https://youtube.com/watch?v=VJMsILK31S8
갤럭시북 플렉스,삼성노트북 추천! 삼성 갤럭시  북 플렉스! Samsung Galaxy Book Flex Unboxing,https://youtube.com/watch?v=wjC9RKVytkk
갤럭시북 플렉스,갤럭시 북 플렉스 노트북 언박싱 samsung Galaxy book flex unboxing 💙,https://youtube.com/watch?v=JMgpWgTYBGo
갤럭시북 플렉스,8년차 웹툰 작가의 장비빨 | 갤럭시 북 Pro 360 언박싱,https://youtube.com/watch?v=fEhXVGk1XP8
갤럭시북 플렉스,갤럭시 북 플렉스로 그리기 #2 강아지,https://youtube.com/watch?v=d7v-dIZ5mIY
갤럭시북 플렉스,삼성 갤럭시북 플렉스2 15인치 [galaxy book flex2] 고성능 노트북 언박싱 (건축사사무소 피티용),https://youtube.com/watch?v=5KotqvB1AyI
갤럭시북 플렉스,"Wi-Fi 6 더 빠른 인터넷, 삼성 갤럭시북 플렉스 Galaxy Book Flex",https://youtube.com/watch?v=N_047QRyV64
갤럭시북 플렉스,미대생이 휴대하면서 그림 그리기 좋은 IT제품은? / 2in1 노트북 플렉스 추천하지 않고 아이패드프로를 추천하는 이유,https://youtube.com/watch?v=i4ScrEGNR4A
갤럭시북 플렉스,NT750QCR-A78A 삼성 갤럭시북 플렉스 알파 필압,https://youtube.com/watch?v=v1LFRa4WTDQ
갤럭시북 플렉스,갤럭시북 프로 360은 후회합니다.. 진짜로..,https://youtube.com/watch?v=LwDHkBW55UU
갤럭시북 플렉스,삼성전자 갤럭시북 플렉스 알파 NT730QCR-A516A 노트북? 태블릿? 2in1노트북 QLED 화질에 푹 빠져버린 리뷰!,https://youtube.com/watch?v=zuUhWjTgg8w
갤럭시북 플렉스,삼성갤럭시 북 플렉스 13인치 출시 정말 디자인 끝판왕 입니다. Samsung Galaxy Book Flex 13inch,https://youtube.com/watch?v=Jw5Rx7RTYKc
갤럭시북 플렉스,삼성 갤럭시북 플렉스 알파 고광택 액정 보호필름,https://youtube.com/watch?v=TJxf4m6NH4c
갤럭시북 플렉스,갤럭시북 플렉스 사이퍼즈 구동영상 (최상옵),https://youtube.com/watch?v=ec1XEMakLdo
갤럭시북 플렉스,갤럭시북 플렉스 언박싱 영상 Galaxy Book Flex Unboxing,https://youtube.com/watch?v=VTHWoaM8wgs
